"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050769","positive regulation of neurogenesis","5/30","324/25730",0.0154320987654321,13.2355967078189,7.57242588476664,3.37791825869611e-05,0.00278409020168701,0.00170118990501029,"Egr2/Serpine2/Mag/Metrn/Sema7a",5
"GO:0043062","extracellular structure organization","5/30","325/25730",0.0153846153846154,13.1948717948718,7.55900859162922,3.42791169848156e-05,0.00278409020168701,0.00170118990501029,"Col1a1/Mmp15/Cav1/Adamtsl1/Rgcc",5
"GO:0051384","response to glucocorticoid","4/30","162/25730",0.0246913580246914,21.1769547325103,8.80177509712393,3.65204340992189e-05,0.00278409020168701,0.00170118990501029,"Cpe/S100b/Ephx1/Fam107a",4
"GO:0031646","positive regulation of nervous system process","3/30","56/25730",0.0535714285714286,45.9464285714286,11.5039756235941,3.80265978767006e-05,0.00278409020168701,0.00170118990501029,"Egr2/S100b/Mag",3
"GO:0045687","positive regulation of glial cell differentiation","3/30","58/25730",0.0517241379310345,44.3620689655172,11.2953491454407,4.22620662251912e-05,0.0028879078587214,0.00176462662484132,"Egr2/Serpine2/Mag",3
"GO:0031960","response to corticosteroid","4/30","180/25730",0.0222222222222222,19.0592592592593,8.30703905508455,5.50650399642234e-05,0.00352760412270806,0.00215550649859954,"Cpe/S100b/Ephx1/Fam107a",4
"GO:0031641","regulation of myelination","3/30","65/25730",0.0461538461538462,39.5846153846154,10.641570797792,5.94980811638511e-05,0.00358738430546749,0.00219203456919451,"Egr2/S100b/Mag",3
"GO:0051962","positive regulation of nervous system development","5/30","392/25730",0.0127551020408163,10.9396258503401,6.77536074636484,8.33098326737816e-05,0.00454172882233778,0.00277517704676866,"Egr2/Serpine2/Mag/Metrn/Sema7a",5
"GO:0071385","cellular response to glucocorticoid stimulus","3/30","73/25730",0.0410958904109589,35.2465753424658,10.0110852740622,8.41881440238223e-05,0.00454172882233778,0.00277517704676866,"Cpe/Ephx1/Fam107a",3
"GO:0002028","regulation of sodium ion transport","3/30","78/25730",0.0384615384615385,32.9871794871795,9.66647544708951,0.000102572040254921,0.0052568170630647,0.00321212441850937,"Serpine2/Nkain2/Fxyd3",3
"GO:0042063","gliogenesis","5/30","415/25730",0.0120481927710843,10.3333333333333,6.54903600823791,0.000108893853632047,0.00531505714156421,0.00324771142411369,"Egr2/S100b/Serpine2/Mag/Metrn",5
"GO:0071384","cellular response to corticosteroid stimulus","3/30","81/25730",0.037037037037037,31.7654320987654,9.47492604735699,0.000114764606018695,0.00534698732587102,0.00326722203737433,"Cpe/Ephx1/Fam107a",3
"GO:0070482","response to oxygen levels","5/30","439/25730",0.0113895216400911,9.76841305998482,6.33105051521483,0.000141639812897061,0.0062444569115498,0.00381561166867485,"S100b/Col1a1/Slc2a1/Cav1/Rgcc",5
"GO:0001558","regulation of cell growth","5/30","442/25730",0.0113122171945701,9.70211161387632,6.30498505845264,0.000146211674026532,0.0062444569115498,0.00381561166867485,"Frzb/Serpine2/Fam107a/Mag/Sema7a",5
"GO:0048711","positive regulation of astrocyte differentiation","2/30","16/25730",0.125,107.208333333333,14.5190862272193,0.000156108521023625,0.00640044936196862,0.00391092926353923,"Serpine2/Mag",2
"GO:0055093","response to hyperoxia","2/30","17/25730",0.117647058823529,100.901960784314,14.0775674611067,0.0001767947369812,0.006969792515605,0.00425882058719895,"Col1a1/Cav1",2
"GO:0014015","positive regulation of gliogenesis","3/30","96/25730",0.03125,26.8020833333333,8.65341872937783,0.00018993657709996,0.00715539485508614,0.00437223100259436,"Egr2/Serpine2/Mag",3
"GO:0045664","regulation of neuron differentiation","4/30","250/25730",0.016,13.7226666666667,6.90643550434173,0.000195464444821865,0.00715539485508614,0.00437223100259436,"Nbl1/S100b/Cav1/Mag",4
"GO:0045685","regulation of glial cell differentiation","3/30","99/25730",0.0303030303030303,25.989898989899,8.5114752741816,0.000208015232614589,0.00730001653899163,0.0044606006066239,"Egr2/Serpine2/Mag",3
"GO:0048708","astrocyte differentiation","3/30","101/25730",0.0297029702970297,25.4752475247525,8.42029812441696,0.000220666405696527,0.00730001653899163,0.0044606006066239,"S100b/Serpine2/Mag",3
"GO:0050767","regulation of neurogenesis","5/30","483/25730",0.010351966873706,8.87853692201518,5.97199958903215,0.000220780988008527,0.00730001653899163,0.0044606006066239,"Egr2/Serpine2/Mag/Metrn/Sema7a",5
"GO:0048762","mesenchymal cell differentiation","4/30","265/25730",0.0150943396226415,12.9459119496855,6.67845378873362,0.000244129818735794,0.0078197832563809,0.00477819875486176,"Frzb/Col1a1/Rgcc/Sema7a",4
"GO:0036296","response to increased oxygen levels","2/30","26/25730",0.0769230769230769,65.974358974359,11.3248860379583,0.000419739858549632,0.0130373743943446,0.0079663545721541,"Col1a1/Cav1",2
"GO:0007162","negative regulation of cell adhesion","4/30","327/25730",0.0122324159021407,10.4913353720693,5.90152444896963,0.000540686840534871,0.01575094568105,0.009624454613838,"Col1a1/Serpine2/Fam107a/Rgcc",4
"GO:0032963","collagen metabolic process","3/30","138/25730",0.0217391304347826,18.6449275362319,7.10089070227863,0.000551185789151874,0.01575094568105,0.009624454613838,"Col1a1/Mmp15/Rgcc",3
"GO:0060485","mesenchyme development","4/30","329/25730",0.0121580547112462,10.4275582573455,5.8799994533983,0.000553203945871025,0.01575094568105,0.009624454613838,"Frzb/Col1a1/Rgcc/Sema7a",4
"GO:0001666","response to hypoxia","4/30","337/25730",0.0118694362017804,10.1800197823937,5.79571578930858,0.000605345177004406,0.016769697471068,0.0102469524983676,"S100b/Slc2a1/Cav1/Rgcc",4
"GO:0014013","regulation of gliogenesis","3/30","148/25730",0.0202702702702703,17.3851351351351,6.82997567778396,0.000675588688228598,0.0182231159324819,0.0111350490165101,"Egr2/Serpine2/Mag",3
"GO:0062197","cellular response to chemical stress","4/30","362/25730",0.0110497237569061,9.47697974217311,5.54955085117774,0.000790828780246059,0.020784602557749,0.0127002192779057,"Cpe/Slc2a1/Efhd1/Cav1",4
"GO:0036293","response to decreased oxygen levels","4/30","374/25730",0.0106951871657754,9.1729055258467,5.43973104426844,0.000892804590938059,0.0225017636192822,0.0137494730202546,"S100b/Slc2a1/Cav1/Rgcc",4
"GO:0071474","cellular hyperosmotic response","2/30","38/25730",0.0526315789473684,45.140350877193,9.30323822454694,0.000900070544771287,0.0225017636192822,0.0137494730202546,"Slc2a1/Efhd1",2
"GO:0048710","regulation of astrocyte differentiation","2/30","39/25730",0.0512820512820513,43.982905982906,9.17789515156663,0.000948036208434373,0.0231365979439341,0.0141373820556003,"Serpine2/Mag",2
"GO:0031644","regulation of nervous system process","3/30","169/25730",0.0177514792899408,15.2248520710059,6.33880964455065,0.00099198862347862,0.0236462404433857,0.014448793903789,"Egr2/S100b/Mag",3
"GO:0050770","regulation of axonogenesis","3/30","176/25730",0.0170454545454545,14.6193181818182,6.19423637293489,0.00111508915331692,0.0259765086852238,0.0158726805316643,"Mag/Metrn/Sema7a",3
"GO:0006972","hyperosmotic response","2/30","45/25730",0.0444444444444444,38.1185185185185,8.51456813800118,0.00126111670693095,0.0287088230822275,0.0175422333596153,"Slc2a1/Efhd1",2
"GO:0010959","regulation of metal ion transport","4/30","413/25730",0.00968523002421308,8.30669895076675,5.11441114952737,0.0012883959627146,0.0287088230822275,0.0175422333596153,"Serpine2/Cav1/Nkain2/Fxyd3",4
"GO:0001937","negative regulation of endothelial cell proliferation","2/30","46/25730",0.0434782608695652,37.2898550724638,8.41663198533915,0.00131748616912333,0.0287324111351364,0.0175566465986199,"Cav1/Rgcc",2
"GO:0030308","negative regulation of cell growth","3/30","191/25730",0.0157068062827225,13.4712041884817,5.91056024891937,0.00141042465033588,0.0301184430540475,0.0184035672576722,"Frzb/Serpine2/Mag",3
"GO:0042552","myelination","3/30","200/25730",0.015,12.865,5.75523222440724,0.00160910792110136,0.0336599105944671,0.0205675448561827,"Egr2/S100b/Mag",3
"GO:0007272","ensheathment of neurons","3/30","204/25730",0.0147058823529412,12.6127450980392,5.6893691528539,0.00170275762270088,0.034222089475851,0.0209110585243967,"Egr2/S100b/Mag",3
"GO:0008366","axon ensheathment","3/30","204/25730",0.0147058823529412,12.6127450980392,5.6893691528539,0.00170275762270088,0.034222089475851,0.0209110585243967,"Egr2/S100b/Mag",3
"GO:1990138","neuron projection extension","3/30","207/25730",0.0144927536231884,12.4299516908213,5.64117050475874,0.0017751928273116,0.0349917816921999,0.0213813710981863,"S100b/Mag/Sema7a",3
"GO:0071453","cellular response to oxygen levels","3/30","211/25730",0.014218009478673,12.1943127962085,5.57843476640585,0.00187473862515761,0.0362567375620104,0.0221543094730641,"S100b/Cav1/Rgcc",3
"GO:0007519","skeletal muscle tissue development","3/30","213/25730",0.0140845070422535,12.0798122065728,5.54769930626158,0.00192579454921154,0.0365544335729969,0.0223362135824731,"Egr2/S100b/Cav1",3
"GO:0031346","positive regulation of cell projection organization","4/30","469/25730",0.00852878464818763,7.31485429992893,4.71552450215541,0.00205142668489087,0.0381299812506044,0.0232989359117942,"Gpm6a/Serpine2/Metrn/Sema7a",4
"GO:0098739","import across plasma membrane","3/30","220/25730",0.0136363636363636,11.6954545454545,5.44328252957787,0.00211131623711781,0.0381299812506044,0.0232989359117942,"Slc2a1/Slc7a2/Cav1",3
"GO:0010718","positive regulation of epithelial to mesenchymal transition","2/30","59/25730",0.0338983050847458,29.0734463276836,7.37574446485873,0.00215759893905859,0.0381299812506044,0.0232989359117942,"Col1a1/Rgcc",2
"GO:0030857","negative regulation of epithelial cell differentiation","2/30","59/25730",0.0338983050847458,29.0734463276836,7.37574446485873,0.00215759893905859,0.0381299812506044,0.0232989359117942,"Frzb/Cav1",2
"GO:0071383","cellular response to steroid hormone stimulus","3/30","225/25730",0.0133333333333333,11.4355555555556,5.37155081797952,0.00225042321301309,0.0387005536703508,0.0236475783659653,"Cpe/Ephx1/Fam107a",3
"GO:0016055","Wnt signaling pathway","4/30","482/25730",0.00829875518672199,7.11756569847856,4.63227346153652,0.00226539826363029,0.0387005536703508,0.0236475783659653,"Cpe/Frzb/Col1a1/Cav1",4
"GO:0060538","skeletal muscle organ development","3/30","228/25730",0.0131578947368421,11.2850877192982,5.32959026445434,0.00233656208694157,0.0391679391027047,0.0239331694645539,"Egr2/S100b/Cav1",3
"GO:0043269","regulation of monoatomic ion transport","4/30","488/25730",0.00819672131147541,7.03005464480874,4.59488659057656,0.0023691826579197,0.0391679391027047,0.0239331694645539,"Serpine2/Cav1/Nkain2/Fxyd3",4
"GO:0030514","negative regulation of BMP signaling pathway","2/30","64/25730",0.03125,26.8020833333333,7.06108085841455,0.00253303374246361,0.041212056921035,0.0251822067964219,"Nbl1/Cav1",2
"GO:0010812","negative regulation of cell-substrate adhesion","2/30","67/25730",0.0298507462686567,25.6019900497512,6.88905174866049,0.00277202581662544,0.0443957259693919,0.0271275552778312,"Col1a1/Fam107a",2
"GO:0045926","negative regulation of growth","3/30","247/25730",0.0121457489878543,10.417004048583,5.08090969189264,0.00292984205186142,0.0462013554331993,0.0282308667345352,"Frzb/Serpine2/Mag",3
"GO:0060291","long-term synaptic potentiation","3/30","250/25730",0.012,10.292,5.04411538773397,0.00303121715127275,0.0470757209099177,0.0287651388358419,"S100b/Serpine2/Fam107a",3
"GO:0030193","regulation of blood coagulation","2/30","72/25730",0.0277777777777778,23.8240740740741,6.62603209416192,0.00319300729409363,0.0481298893594996,0.0294092777087571,"Serpine2/Cav1",2
"GO:0032964","collagen biosynthetic process","2/30","72/25730",0.0277777777777778,23.8240740740741,6.62603209416192,0.00319300729409363,0.0481298893594996,0.0294092777087571,"Col1a1/Rgcc",2
"GO:0060828","regulation of canonical Wnt signaling pathway","3/30","259/25730",0.0115830115830116,9.93436293436293,4.93737363725371,0.00334825806303505,0.0493357600935435,0.0301461127144117,"Frzb/Col1a1/Cav1",3
"GO:1900046","regulation of hemostasis","2/30","74/25730",0.027027027027027,23.1801801801802,6.52817781708976,0.00336927142102248,0.0493357600935435,0.0301461127144117,"Serpine2/Cav1",2
