"Term","n_celltypes","celltypes","mean_neg_log10_padj","max_neg_log10_padj","category"
"regulation of biological process",2,"aggSC, mySC",1.36629294098019,1.36765847209605,"Partially shared"
"regulation of metal ion transport",2,"aggSC, mySC",1.36629294098019,1.36765847209605,"Partially shared"
"response to fibroblast growth factor",2,"aggSC, mySC",1.36629294098019,1.36765847209605,"Partially shared"
"wound healing",2,"aggSC, mySC",1.36629294098019,1.36765847209605,"Partially shared"
"response to hydrogen peroxide",2,"aggSC, majorSC",1.34950117812488,1.36765847209605,"Partially shared"
"regulation of monoatomic ion transport",2,"aggSC, mySC",1.34753555811039,1.36492740986433,"Partially shared"
"anatomical structure development",2,"aggSC, majorSC",1.34415940569976,1.36765847209605,"Partially shared"
"striated muscle tissue development",2,"aggSC, mySC",1.34297442204834,1.36492740986433,"Partially shared"
"regulation of cell-cell adhesion",2,"majorSC, mySC",1.32939939081714,1.3560772271027,"Partially shared"
"biological regulation",2,"aggSC, mySC",1.32716951073775,1.33053422688271,"Partially shared"
"regulation of neurogenesis",2,"aggSC, majorSC",1.32559728309308,1.33053422688271,"Partially shared"
"regulation of growth",1,"majorSC",1.98897127199704,1.98897127199704,"Cell-type-specific"
"cellular response to aldehyde",1,"majorSC",1.81772667483279,1.81772667483279,"Cell-type-specific"
"regulation of cell division",1,"aggSC",1.7432491373192,1.7432491373192,"Cell-type-specific"
"response to progesterone",1,"aggSC",1.7432491373192,1.7432491373192,"Cell-type-specific"
"regulation of nervous system development",1,"aggSC",1.59329545205081,1.59329545205081,"Cell-type-specific"
"response to mechanical stimulus",1,"aggSC",1.58090384833333,1.58090384833333,"Cell-type-specific"
"developmental cell growth",1,"aggSC",1.52734424981698,1.52734424981698,"Cell-type-specific"
"developmental growth involved in morphogenesis",1,"aggSC",1.52734424981698,1.52734424981698,"Cell-type-specific"
"animal organ morphogenesis",1,"majorSC",1.52021205398912,1.52021205398912,"Cell-type-specific"
"mesenchymal cell differentiation",1,"majorSC",1.52021205398912,1.52021205398912,"Cell-type-specific"
"negative regulation of cell-substrate adhesion",1,"majorSC",1.52021205398912,1.52021205398912,"Cell-type-specific"
"negative regulation of hepatocyte differentiation",1,"majorSC",1.52021205398912,1.52021205398912,"Cell-type-specific"
"response to ketone",1,"majorSC",1.52021205398912,1.52021205398912,"Cell-type-specific"
"cellular response to corticosteroid stimulus",1,"majorSC",1.5114458014638,1.5114458014638,"Cell-type-specific"
"cellular response to glucocorticoid stimulus",1,"majorSC",1.5114458014638,1.5114458014638,"Cell-type-specific"
"mesenchyme development",1,"majorSC",1.5114458014638,1.5114458014638,"Cell-type-specific"
"negative regulation of multicellular organismal process",1,"majorSC",1.5114458014638,1.5114458014638,"Cell-type-specific"
"sensory organ morphogenesis",1,"majorSC",1.50438048337719,1.50438048337719,"Cell-type-specific"
"response to stress",1,"aggSC",1.4644112665356,1.4644112665356,"Cell-type-specific"
"neural crest cell differentiation",1,"majorSC",1.4065933529839,1.4065933529839,"Cell-type-specific"
"intracellular signaling cassette",1,"aggSC",1.40635232902675,1.40635232902675,"Cell-type-specific"
"positive regulation of cellular process",1,"aggSC",1.40635232902675,1.40635232902675,"Cell-type-specific"
"positive regulation of multicellular organismal process",1,"aggSC",1.40635232902675,1.40635232902675,"Cell-type-specific"
"skin development",1,"aggSC",1.40635232902675,1.40635232902675,"Cell-type-specific"
"cell surface receptor signaling pathway",1,"aggSC",1.36765847209605,1.36765847209605,"Cell-type-specific"
"cytokine production",1,"aggSC",1.36765847209605,1.36765847209605,"Cell-type-specific"
"head development",1,"aggSC",1.36765847209605,1.36765847209605,"Cell-type-specific"
"integrin-mediated signaling pathway",1,"aggSC",1.36765847209605,1.36765847209605,"Cell-type-specific"
"positive regulation of biological process",1,"aggSC",1.36765847209605,1.36765847209605,"Cell-type-specific"
"response to estradiol",1,"aggSC",1.36765847209605,1.36765847209605,"Cell-type-specific"
"regulation of anatomical structure morphogenesis",1,"aggSC",1.3426660926021,1.3426660926021,"Cell-type-specific"
"positive regulation of developmental process",1,"aggSC",1.34016318165893,1.34016318165893,"Cell-type-specific"
"Wnt signaling pathway",1,"majorSC",1.32066033930346,1.32066033930346,"Cell-type-specific"
"cellular component organization",1,"majorSC",1.32066033930346,1.32066033930346,"Cell-type-specific"
"positive regulation of cell differentiation",1,"majorSC",1.32066033930346,1.32066033930346,"Cell-type-specific"
"regulation of cell development",1,"majorSC",1.32066033930346,1.32066033930346,"Cell-type-specific"
"neuron differentiation",1,"majorSC",1.31264874689867,1.31264874689867,"Cell-type-specific"
"cell development",1,"majorSC",1.30272155453158,1.30272155453158,"Cell-type-specific"
"cellular response to ketone",1,"majorSC",1.30272155453158,1.30272155453158,"Cell-type-specific"
