"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"Process","GO:0010942",23,702,10090,"10090.ENSMUSP00000009143,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000022176,10090.ENSMUSP00000025241,10090.ENSMUSP00000025522,10090.ENSMUSP00000026142,10090.ENSMUSP00000028854,10090.ENSMUSP00000029910,10090.ENSMUSP00000032322,10090.ENSMUSP00000044004,10090.ENSMUSP00000055747,10090.ENSMUSP00000078741,10090.ENSMUSP00000078945,10090.ENSMUSP00000082091,10090.ENSMUSP00000088833,10090.ENSMUSP00000095223,10090.ENSMUSP00000107729,10090.ENSMUSP00000120967,10090.ENSMUSP00000134263,10090.ENSMUSP00000134759,10090.ENSMUSP00000143677,10090.ENSMUSP00000155225","Bmp7,Timp3,Ddit4,Hmgcr,Ercc3,Pdgfrb,Maged1,Mal,Nsmaf,Lrp6,Lrp1,Nod1,Notch2,Htt,Ip6k2,Prnp,Ecscr,Itga6,Ucp2,Slit2,Traf7,Camk2d,Nr4a1",2.02e-07,8.64e-05,"Positive regulation of cell death"
"Process","GO:0001525",16,346,10090,"10090.ENSMUSP00000002360,10090.ENSMUSP00000025522,10090.ENSMUSP00000028499,10090.ENSMUSP00000029848,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000055178,10090.ENSMUSP00000069024,10090.ENSMUSP00000078741,10090.ENSMUSP00000081946,10090.ENSMUSP00000091429,10090.ENSMUSP00000095223,10090.ENSMUSP00000105663,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109,10090.ENSMUSP00000155225","Angptl4,Pdgfrb,Itgav,Col24a1,Col4a1,Col4a2,Vstm4,Sema5a,Notch2,Ubp1,Rnf213,Ecscr,Ptk2,Slit2,Dag1,Nr4a1",2.21e-07,9.21e-05,"Angiogenesis"
"Process","GO:0071310",45,2191,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000009143,10090.ENSMUSP00000018737,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000021950,10090.ENSMUSP00000023203,10090.ENSMUSP00000025522,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000028755,10090.ENSMUSP00000031224,10090.ENSMUSP00000031445,10090.ENSMUSP00000031668,10090.ENSMUSP00000032322,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000034713,10090.ENSMUSP00000035045,10090.ENSMUSP00000037055,10090.ENSMUSP00000039657,10090.ENSMUSP00000040230,10090.ENSMUSP00000044004,10090.ENSMUSP00000052020,10090.ENSMUSP00000052872,10090.ENSMUSP00000055747,10090.ENSMUSP00000060026,10090.ENSMUSP00000066857,10090.ENSMUSP00000078741,10090.ENSMUSP00000078945,10090.ENSMUSP00000084043,10090.ENSMUSP00000087118,10090.ENSMUSP00000088833,10090.ENSMUSP00000097908,10090.ENSMUSP00000104342,10090.ENSMUSP00000105663,10090.ENSMUSP00000114015,10090.ENSMUSP00000120967,10090.ENSMUSP00000125857,10090.ENSMUSP00000129584,10090.ENSMUSP00000134263,10090.ENSMUSP00000134759,10090.ENSMUSP00000142109,10090.ENSMUSP00000151227,10090.ENSMUSP00000155225","Col1a1,Bmp7,Sparc,Timp3,Ddit4,Dbn1,Gpt,Pdgfrb,Vim,Nr4a2,Ehd4,Tgfbr3,Aacs,Col1a2,Lrp6,Col4a1,Col4a2,Ldlr,Mras,Trim41,Atp1a1,Sostdc1,Lrp1,Flnb,Fasn,Nod1,Selenon,Slit3,Notch2,Htt,Spp1,Mat2a,Prnp,Nsmf,Pmp22,Ptk2,Fam107a,Ucp2,Cpeb2,Bcar1,Slit2,Traf7,Dag1,Arid5b,Nr4a1",2.28e-07,9.25e-05,"Cellular response to organic substance"
"Process","GO:0071495",30,1133,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000009143,10090.ENSMUSP00000020308,10090.ENSMUSP00000021950,10090.ENSMUSP00000023203,10090.ENSMUSP00000025522,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000031224,10090.ENSMUSP00000031668,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000037055,10090.ENSMUSP00000039657,10090.ENSMUSP00000040230,10090.ENSMUSP00000044004,10090.ENSMUSP00000055747,10090.ENSMUSP00000060026,10090.ENSMUSP00000066857,10090.ENSMUSP00000078741,10090.ENSMUSP00000078945,10090.ENSMUSP00000088833,10090.ENSMUSP00000097908,10090.ENSMUSP00000105663,10090.ENSMUSP00000114015,10090.ENSMUSP00000120967,10090.ENSMUSP00000125857,10090.ENSMUSP00000129584,10090.ENSMUSP00000134263,10090.ENSMUSP00000155225","Col1a1,Bmp7,Ddit4,Dbn1,Gpt,Pdgfrb,Vim,Nr4a2,Tgfbr3,Col1a2,Col4a1,Col4a2,Trim41,Atp1a1,Sostdc1,Lrp1,Nod1,Selenon,Slit3,Notch2,Htt,Prnp,Nsmf,Ptk2,Fam107a,Ucp2,Cpeb2,Bcar1,Slit2,Nr4a1",2.31e-07,9.25e-05,"Cellular response to endogenous stimulus"
"Process","GO:0009888",41,1902,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002275,10090.ENSMUSP00000002979,10090.ENSMUSP00000009143,10090.ENSMUSP00000021822,10090.ENSMUSP00000022369,10090.ENSMUSP00000025241,10090.ENSMUSP00000025522,10090.ENSMUSP00000028062,10090.ENSMUSP00000028280,10090.ENSMUSP00000028499,10090.ENSMUSP00000029848,10090.ENSMUSP00000030110,10090.ENSMUSP00000030408,10090.ENSMUSP00000031224,10090.ENSMUSP00000031668,10090.ENSMUSP00000032322,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000038063,10090.ENSMUSP00000040230,10090.ENSMUSP00000043597,10090.ENSMUSP00000052020,10090.ENSMUSP00000052872,10090.ENSMUSP00000060026,10090.ENSMUSP00000064755,10090.ENSMUSP00000069024,10090.ENSMUSP00000073124,10090.ENSMUSP00000078741,10090.ENSMUSP00000078945,10090.ENSMUSP00000084043,10090.ENSMUSP00000087643,10090.ENSMUSP00000104342,10090.ENSMUSP00000117496,10090.ENSMUSP00000134263,10090.ENSMUSP00000135040,10090.ENSMUSP00000140596,10090.ENSMUSP00000142109,10090.ENSMUSP00000143677,10090.ENSMUSP00000151227,10090.ENSMUSP00000155225","Col1a1,Vrk3,Lamb1,Bmp7,Ogn,Vcl,Ercc3,Pdgfrb,Vim,Col5a1,Itgav,Col24a1,Zdhhc21,Mfsd2a,Tgfbr3,Col1a2,Lrp6,Col4a1,Col4a2,Dhcr24,Sostdc1,Fa2h,Flnb,Fasn,Selenon,Phgdh,Sema5a,Plec,Notch2,Htt,Spp1,Sema3g,Pmp22,Mef2a,Slit2,Tppp3,Fat1,Dag1,Camk2d,Arid5b,Nr4a1",2.59e-07,1e-04,"Tissue development"
"Process","GO:0030154",66,3918,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002979,10090.ENSMUSP00000003645,10090.ENSMUSP00000009143,10090.ENSMUSP00000019231,10090.ENSMUSP00000020308,10090.ENSMUSP00000021950,10090.ENSMUSP00000022369,10090.ENSMUSP00000022881,10090.ENSMUSP00000025241,10090.ENSMUSP00000025522,10090.ENSMUSP00000027830,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000028341,10090.ENSMUSP00000028499,10090.ENSMUSP00000028854,10090.ENSMUSP00000029719,10090.ENSMUSP00000029848,10090.ENSMUSP00000030408,10090.ENSMUSP00000031224,10090.ENSMUSP00000032093,10090.ENSMUSP00000032322,10090.ENSMUSP00000032492,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000036330,10090.ENSMUSP00000040230,10090.ENSMUSP00000042271,10090.ENSMUSP00000043597,10090.ENSMUSP00000044004,10090.ENSMUSP00000052020,10090.ENSMUSP00000052872,10090.ENSMUSP00000055225,10090.ENSMUSP00000056080,10090.ENSMUSP00000060026,10090.ENSMUSP00000064755,10090.ENSMUSP00000066857,10090.ENSMUSP00000067241,10090.ENSMUSP00000069024,10090.ENSMUSP00000070560,10090.ENSMUSP00000073124,10090.ENSMUSP00000078741,10090.ENSMUSP00000078945,10090.ENSMUSP00000080128,10090.ENSMUSP00000084043,10090.ENSMUSP00000087643,10090.ENSMUSP00000092148,10090.ENSMUSP00000095223,10090.ENSMUSP00000100902,10090.ENSMUSP00000102095,10090.ENSMUSP00000104342,10090.ENSMUSP00000105486,10090.ENSMUSP00000105663,10090.ENSMUSP00000107729,10090.ENSMUSP00000114843,10090.ENSMUSP00000116259,10090.ENSMUSP00000117496,10090.ENSMUSP00000119729,10090.ENSMUSP00000119827,10090.ENSMUSP00000134263,10090.ENSMUSP00000140596,10090.ENSMUSP00000142109,10090.ENSMUSP00000143677,10090.ENSMUSP00000151227,10090.ENSMUSP00000155225","Col1a1,Lamb1,Ercc1,Bmp7,Atp6ap1,Ddit4,Dbn1,Vcl,Retreg1,Ercc3,Pdgfrb,Slamf9,Vim,Nr4a2,Anapc2,Itgav,Mal,Dclk2,Col24a1,Mfsd2a,Tgfbr3,Prickle2,Lrp6,Cd9,Col4a1,Col4a2,Adamts20,Sostdc1,Spag9,Fa2h,Lrp1,Flnb,Fasn,Kcna1,Gldn,Selenon,Phgdh,Slit3,Nav1,Sema5a,Tll1,Plec,Notch2,Htt,Nphp4,Spp1,Sema3g,Nfasc,Ecscr,Cnot2,Mast2,Pmp22,Eml1,Ptk2,Itga6,Syvn1,Srpk1,Mef2a,Sox13,Apod,Slit2,Fat1,Dag1,Camk2d,Arid5b,Nr4a1",2.6e-07,1e-04,"Cell differentiation"
"Process","GO:0035295",28,1016,10090,"10090.ENSMUSP00000002360,10090.ENSMUSP00000009143,10090.ENSMUSP00000018737,10090.ENSMUSP00000025522,10090.ENSMUSP00000025618,10090.ENSMUSP00000028499,10090.ENSMUSP00000029848,10090.ENSMUSP00000031224,10090.ENSMUSP00000032322,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000034713,10090.ENSMUSP00000040230,10090.ENSMUSP00000044004,10090.ENSMUSP00000055178,10090.ENSMUSP00000060026,10090.ENSMUSP00000064755,10090.ENSMUSP00000069024,10090.ENSMUSP00000078741,10090.ENSMUSP00000081946,10090.ENSMUSP00000084043,10090.ENSMUSP00000091429,10090.ENSMUSP00000095223,10090.ENSMUSP00000096712,10090.ENSMUSP00000105663,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109,10090.ENSMUSP00000155225","Angptl4,Bmp7,Sparc,Pdgfrb,Pcsk5,Itgav,Col24a1,Tgfbr3,Lrp6,Col4a1,Col4a2,Ldlr,Sostdc1,Lrp1,Vstm4,Selenon,Phgdh,Sema5a,Notch2,Ubp1,Spp1,Rnf213,Ecscr,Itga7,Ptk2,Slit2,Dag1,Nr4a1",2.8e-07,1e-04,"Tube development"
"Process","GO:0048522",88,5948,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002275,10090.ENSMUSP00000002979,10090.ENSMUSP00000003645,10090.ENSMUSP00000005532,10090.ENSMUSP00000009143,10090.ENSMUSP00000012259,10090.ENSMUSP00000018737,10090.ENSMUSP00000018795,10090.ENSMUSP00000018851,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000021271,10090.ENSMUSP00000021950,10090.ENSMUSP00000022176,10090.ENSMUSP00000023203,10090.ENSMUSP00000024880,10090.ENSMUSP00000025241,10090.ENSMUSP00000025254,10090.ENSMUSP00000025522,10090.ENSMUSP00000025618,10090.ENSMUSP00000026142,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000028341,10090.ENSMUSP00000028499,10090.ENSMUSP00000028755,10090.ENSMUSP00000028854,10090.ENSMUSP00000028938,10090.ENSMUSP00000029910,10090.ENSMUSP00000030408,10090.ENSMUSP00000031058,10090.ENSMUSP00000031224,10090.ENSMUSP00000031445,10090.ENSMUSP00000032322,10090.ENSMUSP00000034713,10090.ENSMUSP00000035240,10090.ENSMUSP00000035898,10090.ENSMUSP00000036330,10090.ENSMUSP00000036962,10090.ENSMUSP00000037055,10090.ENSMUSP00000042271,10090.ENSMUSP00000044004,10090.ENSMUSP00000047119,10090.ENSMUSP00000055122,10090.ENSMUSP00000055225,10090.ENSMUSP00000055747,10090.ENSMUSP00000060026,10090.ENSMUSP00000069024,10090.ENSMUSP00000069432,10090.ENSMUSP00000071914,10090.ENSMUSP00000078741,10090.ENSMUSP00000078945,10090.ENSMUSP00000080128,10090.ENSMUSP00000081946,10090.ENSMUSP00000082091,10090.ENSMUSP00000084039,10090.ENSMUSP00000084043,10090.ENSMUSP00000087643,10090.ENSMUSP00000088833,10090.ENSMUSP00000095223,10090.ENSMUSP00000097908,10090.ENSMUSP00000099162,10090.ENSMUSP00000100902,10090.ENSMUSP00000104864,10090.ENSMUSP00000105663,10090.ENSMUSP00000106188,10090.ENSMUSP00000107210,10090.ENSMUSP00000107729,10090.ENSMUSP00000109635,10090.ENSMUSP00000114015,10090.ENSMUSP00000117392,10090.ENSMUSP00000117496,10090.ENSMUSP00000119065,10090.ENSMUSP00000119729,10090.ENSMUSP00000120967,10090.ENSMUSP00000121753,10090.ENSMUSP00000127487,10090.ENSMUSP00000128353,10090.ENSMUSP00000128941,10090.ENSMUSP00000129584,10090.ENSMUSP00000134263,10090.ENSMUSP00000134759,10090.ENSMUSP00000135040,10090.ENSMUSP00000142109,10090.ENSMUSP00000143677,10090.ENSMUSP00000151227,10090.ENSMUSP00000155225","Col1a1,Vrk3,Lamb1,Ercc1,Nid1,Bmp7,Med15,Sparc,Tada2a,Dync1h1,Timp3,Ddit4,Per1,Dbn1,Hmgcr,Gpt,Vit,Ercc3,Lims2,Pdgfrb,Pcsk5,Maged1,Vim,Nr4a2,Anapc2,Itgav,Ehd4,Mal,Cst3,Nsmaf,Mfsd2a,Mapre3,Tgfbr3,Aacs,Lrp6,Ldlr,Thap3,Scamp5,Adamts20,Clstn1,Trim41,Spag9,Lrp1,Gnl3,Epb41l2,Kcna1,Nod1,Selenon,Sema5a,Gcn1,Mprip,Notch2,Htt,Nphp4,Ubp1,Ip6k2,Bicd1,Spp1,Sema3g,Prnp,Ecscr,Nsmf,Limk2,Cnot2,Snx18,Ptk2,Lyst,Afap1l2,Itga6,Itsn1,Fam107a,Zdhhc3,Mef2a,Srsf6,Sox13,Ucp2,Zbtb38,Tnxb,G3bp2,Enpp2,Bcar1,Slit2,Traf7,Tppp3,Dag1,Camk2d,Arid5b,Nr4a1",3.08e-07,0.00011,"Positive regulation of cellular process"
"Process","GO:0042552",10,125,10090,"10090.ENSMUSP00000028854,10090.ENSMUSP00000032492,10090.ENSMUSP00000034227,10090.ENSMUSP00000043597,10090.ENSMUSP00000046185,10090.ENSMUSP00000066701,10090.ENSMUSP00000073124,10090.ENSMUSP00000092148,10090.ENSMUSP00000104342,10090.ENSMUSP00000142109","Mal,Cd9,Pllp,Fa2h,Mbp,Mpz,Plec,Nfasc,Pmp22,Dag1",4.45e-07,0.00015,"Myelination"
"Process","GO:0009725",25,859,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000009143,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000023203,10090.ENSMUSP00000025522,10090.ENSMUSP00000028166,10090.ENSMUSP00000031224,10090.ENSMUSP00000032322,10090.ENSMUSP00000038063,10090.ENSMUSP00000039657,10090.ENSMUSP00000046185,10090.ENSMUSP00000066857,10090.ENSMUSP00000084043,10090.ENSMUSP00000087118,10090.ENSMUSP00000097908,10090.ENSMUSP00000105663,10090.ENSMUSP00000114015,10090.ENSMUSP00000119065,10090.ENSMUSP00000120967,10090.ENSMUSP00000125857,10090.ENSMUSP00000129584,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109,10090.ENSMUSP00000155225","Col1a1,Bmp7,Timp3,Ddit4,Gpt,Pdgfrb,Nr4a2,Tgfbr3,Lrp6,Dhcr24,Atp1a1,Mbp,Slit3,Spp1,Mat2a,Nsmf,Ptk2,Fam107a,Srsf6,Ucp2,Cpeb2,Bcar1,Slit2,Dag1,Nr4a1",4.94e-07,0.00017,"Response to hormone"
"Process","GO:0009605",49,2575,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002360,10090.ENSMUSP00000003645,10090.ENSMUSP00000009143,10090.ENSMUSP00000020308,10090.ENSMUSP00000021271,10090.ENSMUSP00000021950,10090.ENSMUSP00000023203,10090.ENSMUSP00000025522,10090.ENSMUSP00000027830,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000028499,10090.ENSMUSP00000030408,10090.ENSMUSP00000031445,10090.ENSMUSP00000032322,10090.ENSMUSP00000034713,10090.ENSMUSP00000036410,10090.ENSMUSP00000037055,10090.ENSMUSP00000039657,10090.ENSMUSP00000044004,10090.ENSMUSP00000052020,10090.ENSMUSP00000055225,10090.ENSMUSP00000055747,10090.ENSMUSP00000066857,10090.ENSMUSP00000069024,10090.ENSMUSP00000069432,10090.ENSMUSP00000073124,10090.ENSMUSP00000078741,10090.ENSMUSP00000078945,10090.ENSMUSP00000084043,10090.ENSMUSP00000087643,10090.ENSMUSP00000091429,10090.ENSMUSP00000092148,10090.ENSMUSP00000095223,10090.ENSMUSP00000096973,10090.ENSMUSP00000104342,10090.ENSMUSP00000105663,10090.ENSMUSP00000106188,10090.ENSMUSP00000107729,10090.ENSMUSP00000114015,10090.ENSMUSP00000120967,10090.ENSMUSP00000128353,10090.ENSMUSP00000128941,10090.ENSMUSP00000129584,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109,10090.ENSMUSP00000146263,10090.ENSMUSP00000155225","Col1a1,Angptl4,Ercc1,Bmp7,Ddit4,Per1,Dbn1,Gpt,Pdgfrb,Slamf9,Vim,Nr4a2,Itgav,Mfsd2a,Aacs,Lrp6,Ldlr,Prkab2,Trim41,Atp1a1,Lrp1,Flnb,Kcna1,Nod1,Slit3,Sema5a,Gcn1,Plec,Notch2,Htt,Spp1,Sema3g,Rnf213,Nfasc,Ecscr,Gas2l3,Pmp22,Ptk2,Lyst,Itga6,Fam107a,Ucp2,G3bp2,Enpp2,Bcar1,Slit2,Dag1,Hnrnpul1,Nr4a1",5.48e-07,0.00018,"Response to external stimulus"
"Process","GO:0009987",177,16238,10090,"10090.ENSMUSP00000000619,10090.ENSMUSP00000001547,10090.ENSMUSP00000002275,10090.ENSMUSP00000002360,10090.ENSMUSP00000002979,10090.ENSMUSP00000003645,10090.ENSMUSP00000003843,10090.ENSMUSP00000004201,10090.ENSMUSP00000005532,10090.ENSMUSP00000009143,10090.ENSMUSP00000009435,10090.ENSMUSP00000012259,10090.ENSMUSP00000018561,10090.ENSMUSP00000018737,10090.ENSMUSP00000018795,10090.ENSMUSP00000018851,10090.ENSMUSP00000019231,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000021822,10090.ENSMUSP00000021950,10090.ENSMUSP00000022078,10090.ENSMUSP00000022176,10090.ENSMUSP00000022281,10090.ENSMUSP00000022369,10090.ENSMUSP00000022529,10090.ENSMUSP00000022881,10090.ENSMUSP00000022977,10090.ENSMUSP00000023203,10090.ENSMUSP00000024627,10090.ENSMUSP00000024880,10090.ENSMUSP00000025241,10090.ENSMUSP00000025254,10090.ENSMUSP00000025522,10090.ENSMUSP00000025618,10090.ENSMUSP00000026142,10090.ENSMUSP00000026221,10090.ENSMUSP00000026659,10090.ENSMUSP00000027830,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000028280,10090.ENSMUSP00000028341,10090.ENSMUSP00000028499,10090.ENSMUSP00000028755,10090.ENSMUSP00000028854,10090.ENSMUSP00000029603,10090.ENSMUSP00000029719,10090.ENSMUSP00000029848,10090.ENSMUSP00000030110,10090.ENSMUSP00000030408,10090.ENSMUSP00000030606,10090.ENSMUSP00000031058,10090.ENSMUSP00000031224,10090.ENSMUSP00000031445,10090.ENSMUSP00000031668,10090.ENSMUSP00000032093,10090.ENSMUSP00000032322,10090.ENSMUSP00000032492,10090.ENSMUSP00000033036,10090.ENSMUSP00000033463,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000034227,10090.ENSMUSP00000034713,10090.ENSMUSP00000034910,10090.ENSMUSP00000035045,10090.ENSMUSP00000035078,10090.ENSMUSP00000035898,10090.ENSMUSP00000036330,10090.ENSMUSP00000036410,10090.ENSMUSP00000036962,10090.ENSMUSP00000037055,10090.ENSMUSP00000038063,10090.ENSMUSP00000039657,10090.ENSMUSP00000040230,10090.ENSMUSP00000041767,10090.ENSMUSP00000042271,10090.ENSMUSP00000043401,10090.ENSMUSP00000043597,10090.ENSMUSP00000044004,10090.ENSMUSP00000046185,10090.ENSMUSP00000047119,10090.ENSMUSP00000047291,10090.ENSMUSP00000048234,10090.ENSMUSP00000052020,10090.ENSMUSP00000052872,10090.ENSMUSP00000052912,10090.ENSMUSP00000055122,10090.ENSMUSP00000055178,10090.ENSMUSP00000055225,10090.ENSMUSP00000055747,10090.ENSMUSP00000056080,10090.ENSMUSP00000060026,10090.ENSMUSP00000061624,10090.ENSMUSP00000063054,10090.ENSMUSP00000064755,10090.ENSMUSP00000065571,10090.ENSMUSP00000065845,10090.ENSMUSP00000065877,10090.ENSMUSP00000066701,10090.ENSMUSP00000066857,10090.ENSMUSP00000067241,10090.ENSMUSP00000069024,10090.ENSMUSP00000069432,10090.ENSMUSP00000070168,10090.ENSMUSP00000070560,10090.ENSMUSP00000071914,10090.ENSMUSP00000073124,10090.ENSMUSP00000078741,10090.ENSMUSP00000078945,10090.ENSMUSP00000080128,10090.ENSMUSP00000082091,10090.ENSMUSP00000084039,10090.ENSMUSP00000084043,10090.ENSMUSP00000087118,10090.ENSMUSP00000087643,10090.ENSMUSP00000088833,10090.ENSMUSP00000091329,10090.ENSMUSP00000091429,10090.ENSMUSP00000092148,10090.ENSMUSP00000092216,10090.ENSMUSP00000092228,10090.ENSMUSP00000095223,10090.ENSMUSP00000096712,10090.ENSMUSP00000096973,10090.ENSMUSP00000097908,10090.ENSMUSP00000099162,10090.ENSMUSP00000099826,10090.ENSMUSP00000100902,10090.ENSMUSP00000102095,10090.ENSMUSP00000102647,10090.ENSMUSP00000104342,10090.ENSMUSP00000104864,10090.ENSMUSP00000105486,10090.ENSMUSP00000105663,10090.ENSMUSP00000105751,10090.ENSMUSP00000106188,10090.ENSMUSP00000106772,10090.ENSMUSP00000106851,10090.ENSMUSP00000107729,10090.ENSMUSP00000109635,10090.ENSMUSP00000111222,10090.ENSMUSP00000114015,10090.ENSMUSP00000114843,10090.ENSMUSP00000116259,10090.ENSMUSP00000117392,10090.ENSMUSP00000117496,10090.ENSMUSP00000119065,10090.ENSMUSP00000119729,10090.ENSMUSP00000119827,10090.ENSMUSP00000120967,10090.ENSMUSP00000121358,10090.ENSMUSP00000121753,10090.ENSMUSP00000123088,10090.ENSMUSP00000125857,10090.ENSMUSP00000126515,10090.ENSMUSP00000127487,10090.ENSMUSP00000128353,10090.ENSMUSP00000128941,10090.ENSMUSP00000129584,10090.ENSMUSP00000134263,10090.ENSMUSP00000134759,10090.ENSMUSP00000135040,10090.ENSMUSP00000136222,10090.ENSMUSP00000140596,10090.ENSMUSP00000141704,10090.ENSMUSP00000142109,10090.ENSMUSP00000143677,10090.ENSMUSP00000145462,10090.ENSMUSP00000146263,10090.ENSMUSP00000147656,10090.ENSMUSP00000149803,10090.ENSMUSP00000151227,10090.ENSMUSP00000153064,10090.ENSMUSP00000155225,10090.ENSMUSP00000158705","Clcn4,Col1a1,Vrk3,Angptl4,Lamb1,Ercc1,Man1a,Col5a3,Nid1,Bmp7,Pttg1ip,Med15,Myo1b,Sparc,Tada2a,Dync1h1,Atp6ap1,Timp3,Ddit4,Ogn,Dbn1,Rhobtb3,Hmgcr,Mtrex,Vcl,Tkt,Retreg1,Sqle,Gpt,Chd1,Vit,Ercc3,Lims2,Pdgfrb,Pcsk5,Maged1,Scd2,Tmc6,Slamf9,Vim,Nr4a2,Col5a1,Anapc2,Itgav,Ehd4,Mal,Prss12,Dclk2,Col24a1,Zdhhc21,Mfsd2a,Rcan3,Mapre3,Tgfbr3,Aacs,Col1a2,Prickle2,Lrp6,Cd9,Dkk3,Slc9a9,Col4a1,Col4a2,Pllp,Ldlr,Mlip,Mras,Lrrfip2,Scamp5,Adamts20,Prkab2,Clstn1,Trim41,Dhcr24,Atp1a1,Sostdc1,Snapc4,Spag9,Ppip5k2,Fa2h,Lrp1,Mbp,Gnl3,Olfml2b,Ick,Flnb,Fasn,Pdia6,Epb41l2,Vstm4,Kcna1,Nod1,Gldn,Selenon,Rabgap1,Rab33b,Phgdh,Rtkn,Cggbp1,Sdc3,Mpz,Slit3,Nav1,Sema5a,Gcn1,Gan,Tll1,Mprip,Plec,Notch2,Htt,Nphp4,Ip6k2,Bicd1,Spp1,Mat2a,Sema3g,Prnp,Filip1,Rnf213,Nfasc,Sars2,Plekhg2,Ecscr,Itga7,Gas2l3,Nsmf,Limk2,Col23a1,Cnot2,Mast2,Arhgef17,Pmp22,Snx18,Eml1,Ptk2,Homer3,Lyst,Dtx2,Cadm3,Itga6,Itsn1,Yeats2,Fam107a,Syvn1,Srpk1,Zdhhc3,Mef2a,Srsf6,Sox13,Apod,Ucp2,Ide,Zbtb38,Myef2,Cpeb2,Cfap100,Tnxb,G3bp2,Enpp2,Bcar1,Slit2,Traf7,Tppp3,Mdn1,Fat1,Pcdhga7,Dag1,Camk2d,Skap2,Hnrnpul1,Ptpre,Cryab,Arid5b,Hmgcs1,Nr4a1,Sptbn5",6.38e-07,2e-04,"Cellular process"
