"","Name","ID","pSize","NDE","pNDE","tA","pPERT","pG","pGFdr","pGFWER","Status","KEGGLINK","Group"
"HFDvsSD.26","Regulation of actin cytoskeleton","04810",215,11,0.0146875670547468,-0.250248385271026,0.763,0.0615383303802197,0.281656204432544,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04810+245857+22330+54004+19878+16801+544963+26413+18709+16400+16404+14164","HFDvsSD"
"HFDvsSD.27","Oocyte meiosis","04114",111,7,0.0172552191561443,0.218257399194548,0.732,0.0678479093246726,0.294796735039932,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04114+26413+99152+108058+16438+19055+70261+432530","HFDvsSD"
"HFDvsSD.28","PPAR signaling pathway","03320",81,6,0.0129786953738562,0,1,0.0693639376564545,0.294796735039932,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu03320+11363+78070+74205+15360+20411+57875","HFDvsSD"
"HFDvsSD.29","T cell receptor signaling pathway","04660",109,7,0.0157577031843404,-0.0256707946236369,0.955,0.0781996306371771,0.318461874110528,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04660+18035+16150+18761+18709+19055+70261+26413","HFDvsSD"
"HFDvsSD.30","Chagas disease (American trypanosomiasis)","05142",100,6,0.0328248554617461,-0.419782069352118,0.486,0.0819677453910256,0.318461874110528,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05142+16179+26413+18035+16150+432530+18709","HFDvsSD"
"HFDvsSD.31","Chronic myeloid leukemia","05220",73,5,0.0304384548092855,0.22965116782685,0.532,0.0829606562808939,0.318461874110528,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05220+18035+16150+20416+18709+26413","HFDvsSD"
"HFDvsSD.32","Acute myeloid leukemia","05221",57,4,0.0471639940739575,0.262406561392321,0.369,0.0879065953706127,0.326902651534466,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05221+21415+16150+18709+26413","HFDvsSD"
"HFDvsSD.33","Axon guidance","04360",131,7,0.03804791912176,0.282628847369784,0.525,0.0981432603942333,0.353910545057993,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04360+26413+19055+70261+20563+19878+218877+20356","HFDvsSD"
"HFDvsSD.34","Colorectal cancer","05210",64,4,0.0667821891068103,-0.23867443811574,0.329,0.105858277323176,0.370503970631118,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05210+18709+19730+26413+21415","HFDvsSD"
"HFDvsSD.35","Cholinergic synapse","04725",112,6,0.0521614463314318,-0.439487371613718,0.467,0.114850594841664,0.384591785148737,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04725+432530+16438+14702+26413+108058+18709","HFDvsSD"
"HFDvsSD.36","VEGF signaling pathway","04370",76,4,0.108610241710927,0.444722211371227,0.228,0.116347094666845,0.384591785148737,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04370+19055+70261+18709+26413","HFDvsSD"
"HFDvsSD.37","Influenza A","05164",164,6,0.199644739698171,0.500771081385085,0.148,0.133606313033653,0.42908982063424,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05164+16150+18035+18709+100037258+103573+26413","HFDvsSD"
"HFDvsSD.38","Alzheimer's disease","05010",171,6,0.226083866158687,0.250242308344449,0.135,0.137020278857993,0.42908982063424,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05010+16438+11938+26413+19055+70261+15925","HFDvsSD"
"HFDvsSD.39","ErbB signaling pathway","04012",87,5,0.0574109700944628,-0.38913007081364,0.59,0.14853596087532,0.453225111388798,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04012+21802+20416+108058+18709+26413","HFDvsSD"
"HFDvsSD.40","Endocrine and other factor-regulated calcium reabsorption","04961",56,3,0.149642903945155,0.360663933925624,0.248,0.15935021504384,0.474066889755424,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04961+74325+11773+74006","HFDvsSD"
"HFDvsSD.41","Gap junction","04540",87,3,0.344950367848161,0.388274733368741,0.126,0.179758583726064,0.504527925585799,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04540+432530+26413+16438","HFDvsSD"
"HFDvsSD.42","Amphetamine addiction","05031",69,4,0.083002373072233,-0.170820908765487,0.553,0.187332180745345,0.504527925585799,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05031+53623+108058+19055+70261","HFDvsSD"
"HFDvsSD.43","mTOR signaling pathway","04150",65,3,0.203036301454089,0.20438749466268,0.232,0.19102672623554,0.504527925585799,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04150+26413+18709+16150","HFDvsSD"
"HFDvsSD.44","Prion diseases","05020",35,2,0.203528570137272,-0.5039817628851,0.238,0.195088071796095,0.504527925585799,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05020+226519+26413","HFDvsSD"
"HFDvsSD.45","Epstein-Barr virus infection","05169",203,7,0.213554883989776,-0.405770175913224,0.227,0.195200553866649,0.504527925585799,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05169+18035+16150+16179+18709+22352+103573+19182","HFDvsSD"
"HFDvsSD.46","Osteoclast differentiation","04380",121,6,0.0704189501082819,0.184226850953685,0.714,0.200622035865711,0.504527925585799,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04380+16150+18035+18709+19055+70261+26413","HFDvsSD"
"HFDvsSD.47","Vascular smooth muscle contraction","04270",124,6,0.0772278366997713,-0.282060263316567,0.657,0.20199409735629,0.504527925585799,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04270+19878+18761+16801+16438+26413+432530","HFDvsSD"
"HFDvsSD.48","TGF-beta signaling pathway","04350",85,4,0.146003034075099,0.470716815507671,0.351,0.203507062421163,0.504527925585799,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04350+19878+26413+75788+12162","HFDvsSD"
"HFDvsSD.49","Leukocyte transendothelial migration","04670",119,3,0.543818257993294,-0.955096365366599,0.109,0.226763885033949,0.535856815052005,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04670+18709+19878+22330","HFDvsSD"
"HFDvsSD.50","Calcium signaling pathway","04020",184,6,0.277834779019758,0.536244289945875,0.214,0.227273488013363,0.535856815052005,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04020+432530+108058+19055+70261+16438+11938","HFDvsSD"
"HFDvsSD.51","Leishmaniasis","05140",65,3,0.203036301454089,-0.334202414888168,0.297,0.229652920736573,0.535856815052005,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05140+18035+26413+16179","HFDvsSD"
"HFDvsSD.52","Tuberculosis","05152",178,8,0.0645047842465418,0.000671698497061168,0.999,0.24113658153099,0.551831792349765,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05152+108664+11972+54411+108058+19055+70261+26413+16179","HFDvsSD"
"HFDvsSD.53","Retrograde endocannabinoid signaling","04723",102,5,0.0976832131583775,0.0058542357903805,0.711,0.254690816593859,0.571852965559796,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04723+16438+14702+53623+432530+26413","HFDvsSD"
"HFDvsSD.54","Non-small cell lung cancer","05223",54,3,0.138467415028462,-0.422031735269665,0.528,0.264352495770937,0.582554574013732,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05223+18709+21802+26413","HFDvsSD"
"HFDvsSD.55","Melanogenesis","04916",100,4,0.217223235970951,0.761739494244364,0.358,0.276384118845049,0.588711653752339,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04916+108058+21415+432530+26413","HFDvsSD"
"HFDvsSD.56","Cytosolic DNA-sensing pathway","04623",60,2,0.421746972204335,-0.20438749466268,0.185,0.277040778236395,0.588711653752339,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04623+16150+18035","HFDvsSD"
"HFDvsSD.57","Progesterone-mediated oocyte maturation","04914",86,4,0.150435248760512,-0.142099849105846,0.59,0.303712912793459,0.634067309165293,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04914+432530+99152+26413+18709","HFDvsSD"
"HFDvsSD.58","Huntington's disease","05016",179,5,0.426026207282217,-0.207120793154788,0.242,0.337345195335352,0.692139280084601,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05016+15194+217864+16438+74325+11773","HFDvsSD"
"HFDvsSD.59","Natural killer cell mediated cytotoxicity","04650",121,5,0.164114864176112,0.44945080466551,0.688,0.359187493165221,0.721034066085325,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04650+19055+70261+18709+26413+20416","HFDvsSD"
"HFDvsSD.60","Olfactory transduction","04740",1057,1,0.999999999995933,0.495199430226181,0.116,0.365883150192573,0.721034066085325,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04740+108058","HFDvsSD"
"HFDvsSD.61","GnRH signaling pathway","04912",99,4,0.212200377705694,0.267440663211722,0.567,0.375104630106399,0.721034066085325,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04912+432530+108058+16438+26413","HFDvsSD"
"HFDvsSD.62","Dopaminergic synapse","04728",132,5,0.208981426529122,0.129732557224791,0.577,0.375664807540253,0.721034066085325,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04728+16438+14702+19055+108058+53623","HFDvsSD"
"HFDvsSD.63","Endometrial cancer","05213",52,3,0.127592701443141,-0.00312295513133259,0.994,0.388716345168085,0.73034854689615,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05213+21415+18709+26413","HFDvsSD"
"HFDvsSD.64","Phosphatidylinositol signaling system","04070",81,4,0.12880859185735,0,1,0.392792495809694,0.73034854689615,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04070+75678+16438+18709+110911","HFDvsSD"
"HFDvsSD.65","Long-term depression","04730",71,3,0.240741158809255,-0.233179033191538,0.567,0.408330757742919,0.732959473122835,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04730+53623+26413+16438","HFDvsSD"
"HFDvsSD.66","Thyroid cancer","05216",29,2,0.151968099203473,0.0225907754590274,0.908,0.411283540307054,0.732959473122835,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05216+26413+21415","HFDvsSD"
"HFDvsSD.67","NOD-like receptor signaling pathway","04621",55,3,0.144019016134887,0.0708858104989311,0.963,0.412674661338067,0.732959473122835,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04621+18035+16150+26413","HFDvsSD"
"HFDvsSD.68","MAPK signaling pathway","04010",267,9,0.190902770232106,0.0925563669595909,0.824,0.448249335103442,0.784436336431024,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04010+16150+26413+12293+12297+14164+109689+19055+70261+30957","HFDvsSD"
"HFDvsSD.69","Melanoma","05218",71,3,0.240741158809255,-0.271906015699154,0.67,0.455583876744297,0.785717120761904,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05218+14164+18709+26413","HFDvsSD"
"HFDvsSD.70","NF-kappa B signaling pathway","04064",94,4,0.18761387237537,-0.053667275393386,0.887,0.464839447323813,0.790227060450483,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04064+18035+16179+16150+18761","HFDvsSD"
"HFDvsSD.71","Lysosome","04142",123,5,0.171968828974759,0,1,0.474709986014434,0.795640680784756,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04142+108664+11972+54411+14387+74325","HFDvsSD"
"HFDvsSD.72","RIG-I-like receptor signaling pathway","04622",69,2,0.493499193946056,-0.20438749466268,0.387,0.507170856489708,0.832676922095235,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04622+16150+18035","HFDvsSD"
"HFDvsSD.73","Pertussis","05133",73,2,0.523536582997951,-0.249713097646587,0.369,0.510801809352539,0.832676922095235,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05133+26413+16179","HFDvsSD"
"HFDvsSD.74","SNARE interactions in vesicular transport","04130",35,2,0.203528570137272,0,1,0.527535651482915,0.848334358465769,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04130+53620+22320","HFDvsSD"
"HFDvsSD.75","Sulfur relay system","04122",10,1,0.214872346867489,0,1,0.545283953198004,0.856010877629787,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04122+17434","HFDvsSD"
"HFDvsSD.76","Tight junction","04530",135,4,0.403986938044625,-0.11532352729758,0.536,0.54783727546355,0.856010877629787,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04530+18761+13822+20742+68188","HFDvsSD"
"HFDvsSD.77","Phototransduction","04744",28,1,0.492183458813666,0.153238113506497,0.464,0.565628726498285,0.856010877629787,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04744+109689","HFDvsSD"
"HFDvsSD.78","Renal cell carcinoma","05211",71,3,0.240741158809255,-0.0135425584688515,0.959,0.569303578488432,0.856010877629787,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05211+21802+18709+26413","HFDvsSD"
"HFDvsSD.79","Salmonella infection","05132",77,3,0.279473095366999,0.0499769855290505,0.832,0.571717657911675,0.856010877629787,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05132+13424+26413+19878","HFDvsSD"
"HFDvsSD.80","Gastric acid secretion","04971",74,3,0.260011884108768,0.070961586064972,0.916,0.579890578727734,0.856010877629787,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04971+432530+16438+108058","HFDvsSD"
"HFDvsSD.81","Fc epsilon RI signaling pathway","04664",79,2,0.566293835957568,-0.345587692692626,0.424,0.582662866285821,0.856010877629787,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04664+18709+26413","HFDvsSD"
"HFDvsSD.82","Wnt signaling pathway","04310",154,5,0.307902095653114,-0.0987766448641836,0.835,0.606314024157169,0.874219891816894,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04310+19055+70261+108058+19878+21415","HFDvsSD"
"HFDvsSD.83","Circadian rhythm - mammal","04710",22,1,0.412777543986288,0.185781499461027,0.629,0.60975000857817,0.874219891816894,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04710+18626","HFDvsSD"
"HFDvsSD.84","Bladder cancer","05219",42,1,0.638246114836444,-0.1679939209617,0.419,0.620136306000729,0.878526433501033,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05219+26413","HFDvsSD"
"HFDvsSD.85","Viral carcinogenesis","05203",220,7,0.274277116528042,0,1,0.62908646779092,0.880721054907288,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05203+26413+18709+18970+19385+69116+11972+18035","HFDvsSD"
"HFDvsSD.86","Fc gamma R-mediated phagocytosis","04666",89,3,0.358036895666385,-0.0793325742946642,0.868,0.673974621546802,0.920682442631627,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04666+18709+26413+74006","HFDvsSD"
"HFDvsSD.87","Rheumatoid arthritis","05323",82,3,0.312164927842414,0,1,0.675594708911235,0.920682442631627,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05323+108664+11972+54411","HFDvsSD"
"HFDvsSD.88","GABAergic synapse","04727",88,3,0.35149740354186,0.0224140474941665,0.901,0.680840797912464,0.920682442631627,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04727+432530+14702+70827","HFDvsSD"
"HFDvsSD.89","Hepatitis C","05160",134,4,0.398590552193763,0.0221908737655135,0.935,0.740530392842592,0.977345328502969,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05160+18035+16150+26413+18709","HFDvsSD"
"HFDvsSD.90","Alcoholism","05034",193,3,0.843181085991973,-0.323048084394725,0.449,0.746313373515604,0.977345328502969,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05034+14702+26413+20416","HFDvsSD"
"HFDvsSD.91","Amyotrophic lateral sclerosis (ALS)","05014",55,2,0.379689865083532,0,1,0.747381721796388,0.977345328502969,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05014+19055+70261","HFDvsSD"
"HFDvsSD.92","Measles","05162",136,4,0.409374290362355,0.00871860067481178,0.971,0.764219984388767,0.988501936328948,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05162+16179+18035+18761+18709","HFDvsSD"
"HFDvsSD.93","Herpes simplex infection","05168",196,5,0.504447807197829,0.136098195517422,0.808,0.773402816251901,0.989622958429851,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05168+18035+18626+108014+225027+16150","HFDvsSD"
"HFDvsSD.94","Pancreatic secretion","04972",105,3,0.460388054148597,0,1,0.817504414753357,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04972+16438+11938+432530","HFDvsSD"
"HFDvsSD.95","Cytokine-cytokine receptor interaction","04060",250,1,0.997717506798822,-0.140295334349459,0.512,0.853964838991152,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04060+12162","HFDvsSD"
"HFDvsSD.96","African trypanosomiasis","05143",32,1,0.539072138507669,0,1,0.872167982286433,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05143+16775","HFDvsSD"
"HFDvsSD.97","Cell cycle","04110",123,1,0.949384653436349,-0.0746384965676114,0.571,0.874029593626787,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04110+99152","HFDvsSD"
"HFDvsSD.98","Notch signaling pathway","04330",49,1,0.694698061258993,-0.0924459239478589,0.791,0.878514896682882,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04330+18129","HFDvsSD"
"HFDvsSD.99","Salivary secretion","04970",77,2,0.552353391792565,0,1,0.880212267315278,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04970+432530+16438","HFDvsSD"
"HFDvsSD.100","Serotonergic synapse","04726",137,3,0.639217032018553,0.0213253723394252,0.865,0.880549916096478,0.999999370500174,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04726+16438+14702+26413","HFDvsSD"
"HFDvsSD.101","Basal cell carcinoma","05217",55,1,0.736031199025348,0.212705105418901,0.762,0.885193897186099,0.999999370500174,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05217+21415","HFDvsSD"
"HFDvsSD.102","Regulation of autophagy","04140",35,1,0.571380137892036,0,1,0.891181915453034,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04140+56208","HFDvsSD"
"HFDvsSD.103","Viral myocarditis","05416",84,2,0.59976263543482,0,1,0.90637407539972,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05416+24052+24051","HFDvsSD"
"HFDvsSD.104","Vasopressin-regulated water reabsorption","04962",43,1,0.646907516009982,0,1,0.92866933798891,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04962+13424","HFDvsSD"
"HFDvsSD.105","Carbohydrate digestion and absorption","04973",44,1,0.65536193666813,0,1,0.932296671070743,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04973+18709","HFDvsSD"
"HFDvsSD.106","Mineral absorption","04978",45,1,0.663614313496278,0,1,0.935732117696792,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04978+14319","HFDvsSD"
"HFDvsSD.107","Malaria","05144",46,1,0.671669465661802,0,1,0.938986474954223,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05144+20970","HFDvsSD"
"HFDvsSD.108","Fanconi anemia pathway","03460",50,1,0.702010252432491,0,1,0.950386583679362,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu03460+71711","HFDvsSD"
"HFDvsSD.109","Hedgehog signaling pathway","04340",54,1,0.729552265680951,0,1,0.95959779959837,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04340+12162","HFDvsSD"
"HFDvsSD.110","Legionellosis","05134",56,1,0.7423552185912,0,1,0.963523192932641,0.999999370500174,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05134+18035","HFDvsSD"
