"","Name","ID","pSize","NDE","pNDE","tA","pPERT","pG","pGFdr","pGFWER","Status","KEGGLINK","Group"
"HFDvsSD.28","Aldosterone-regulated sodium reabsorption","04960",40,1,0.333797837177432,0.358431420687466,0.202,0.249258488025165,0.703611184263066,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04960+16367","HFDvsSD"
"HFDvsSD.29","Melanoma","05218",71,2,0.160925860272291,0.789702051934214,0.446,0.260840629361822,0.703611184263066,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05218+16001+18590","HFDvsSD"
"HFDvsSD.30","Jak-STAT signaling pathway","04630",156,4,0.0736641479182753,0,1,0.265797855683556,0.703611184263066,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04630+12914+16155+16880+18414","HFDvsSD"
"HFDvsSD.31","Wnt signaling pathway","04310",154,3,0.203917329967165,0.40457883482901,0.37,0.270432790989923,0.703611184263066,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04310+12914+12006+22420","HFDvsSD"
"HFDvsSD.32","Endometrial cancer","05213",52,2,0.0968946332942394,-0.275016046441456,0.809,0.277969850573063,0.703611184263066,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05213+12006+16202","HFDvsSD"
"HFDvsSD.33","Legionellosis","05134",56,1,0.433819324276779,0.526137991272442,0.243,0.342589938420891,0.821194802725664,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05134+13627","HFDvsSD"
"HFDvsSD.34","MAPK signaling pathway","04010",267,3,0.507066180020179,0.584623629157308,0.21,0.344982432432454,0.821194802725664,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04010+67603+18590+22030","HFDvsSD"
"HFDvsSD.35","Tuberculosis","05152",178,3,0.267954023908714,-0.638708172352554,0.431,0.364779483909248,0.821194802725664,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05152+16784+12914+16155","HFDvsSD"
"HFDvsSD.36","Focal adhesion","04510",201,3,0.331171901289441,0.789319171278391,0.349,0.364975467878073,0.821194802725664,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04510+16202+16001+18590","HFDvsSD"
"HFDvsSD.37","ECM-receptor interaction","04512",86,2,0.215490294336502,0.119734228233727,0.611,0.398614186066557,0.851389458136281,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04512+15530+11603","HFDvsSD"
"HFDvsSD.38","Epstein-Barr virus infection","05169",203,4,0.150069276392464,0.16861270957139,0.88,0.399417276656527,0.851389458136281,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05169+14972+12914+22030+16155","HFDvsSD"
"HFDvsSD.39","Cytokine-cytokine receptor interaction","04060",250,4,0.246281360042774,-0.194541242478031,0.651,0.45381591822667,0.942540753240008,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04060+16155+16880+18590+18414","HFDvsSD"
"HFDvsSD.40","Viral myocarditis","05416",84,2,0.208098291536844,0,1,0.534759493291663,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05416+24051+14972","HFDvsSD"
"HFDvsSD.41","Regulation of actin cytoskeleton","04810",215,3,0.369702707633567,-0.465132092119534,0.572,0.540024966688466,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04810+11867+17698+18590","HFDvsSD"
"HFDvsSD.42","Long-term depression","04730",71,1,0.513960967985515,0.412276741148474,0.447,0.567644023248395,0.98620311214616,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04730+16001","HFDvsSD"
"HFDvsSD.43","Apoptosis","04210",84,1,0.574218273485097,0.413867559857049,0.438,0.598659036279719,0.98620311214616,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04210+22030","HFDvsSD"
"HFDvsSD.44","Cell cycle","04110",123,1,0.713897278363405,0.311246690460243,0.423,0.663567450052928,0.98620311214616,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04110+12914","HFDvsSD"
"HFDvsSD.45","Notch signaling pathway","04330",49,1,0.392045004691076,0.0710043701518434,0.899,0.719999645914902,0.98620311214616,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04330+12914","HFDvsSD"
"HFDvsSD.46","Axon guidance","04360",131,2,0.381951109044651,0.0262934213432928,0.943,0.727978194969301,0.98620311214616,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04360+235611+20347","HFDvsSD"
"HFDvsSD.47","Carbohydrate digestion and absorption","04973",44,1,0.360341315717774,0,1,0.728142992990907,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04973+11722","HFDvsSD"
"HFDvsSD.48","Malaria","05144",46,1,0.373215599541927,0,1,0.741056525514459,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05144+16971","HFDvsSD"
"HFDvsSD.49","Salmonella infection","05132",77,1,0.542759797458305,0.242978706375186,0.709,0.752312089586088,0.98620311214616,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05132+11867","HFDvsSD"
"HFDvsSD.50","Allograft rejection","05330",48,1,0.38583194622585,0,1,0.753280303088001,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05330+14972","HFDvsSD"
"HFDvsSD.51","Tight junction","04530",135,2,0.396225614271004,0,1,0.763039994327102,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04530+13043+20742","HFDvsSD"
"HFDvsSD.52","Graft-versus-host disease","05332",50,1,0.398195499891124,0,1,0.764858769613908,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05332+14972","HFDvsSD"
"HFDvsSD.53","NF-kappa B signaling pathway","04064",94,1,0.615457483628443,0.26630406678897,0.685,0.785725156045409,0.98620311214616,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04064+22030","HFDvsSD"
"HFDvsSD.54","NOD-like receptor signaling pathway","04621",55,1,0.428031256886712,0,1,0.791241056150918,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04621+22027","HFDvsSD"
"HFDvsSD.55","Type I diabetes mellitus","04940",55,1,0.428031256886712,0,1,0.791241056150918,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04940+14972","HFDvsSD"
"HFDvsSD.56","TGF-beta signaling pathway","04350",85,1,0.578532883052929,0.162951633924616,0.747,0.794728098733651,0.98620311214616,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04350+12914","HFDvsSD"
"HFDvsSD.57","Autoimmune thyroid disease","05320",63,1,0.472735643664599,0,1,0.826918141329551,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05320+14972","HFDvsSD"
"HFDvsSD.58","Colorectal cancer","05210",64,1,0.478073332553012,0,1,0.830887217621748,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05210+12006","HFDvsSD"
"HFDvsSD.59","Long-term potentiation","04720",69,1,0.503965687685484,0,1,0.849306710253288,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04720+12914","HFDvsSD"
"HFDvsSD.60","Hepatitis C","05160",134,1,0.744280520584956,0.137955853285683,0.701,0.861177106774542,0.98620311214616,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05160+22030","HFDvsSD"
"HFDvsSD.61","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","05412",74,1,0.528579222415011,0,1,0.865581557520373,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05412+24051","HFDvsSD"
"HFDvsSD.62","PPAR signaling pathway","03320",81,1,0.561008887159964,0,1,0.885282420524295,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu03320+16202","HFDvsSD"
"HFDvsSD.63","Rheumatoid arthritis","05323",82,1,0.565456723600144,0,1,0.887835766976779,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05323+11974","HFDvsSD"
"HFDvsSD.64","Small cell lung cancer","05222",83,1,0.569859702271427,0,1,0.89032890207251,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05222+22030","HFDvsSD"
"HFDvsSD.65","Progesterone-mediated oocyte maturation","04914",86,1,0.582803972331946,0,1,0.897462394769471,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04914+16001","HFDvsSD"
"HFDvsSD.66","GABAergic synapse","04727",88,1,0.591217333443237,0,1,0.901944367826053,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04727+67760","HFDvsSD"
"HFDvsSD.67","Fc gamma R-mediated phagocytosis","04666",89,1,0.595360466112341,-0.0990782482595321,0.996,0.902867640352292,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04666+11867","HFDvsSD"
"HFDvsSD.68","Dilated cardiomyopathy","05414",89,1,0.595360466112341,0,1,0.904107397324111,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05414+24051","HFDvsSD"
"HFDvsSD.69","Natural killer cell mediated cytotoxicity","04650",121,1,0.707998973926462,-0.03206425383648,0.91,0.927519164539907,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04650+14972","HFDvsSD"
"HFDvsSD.70","Retrograde endocannabinoid signaling","04723",102,1,0.645566192464917,0,1,0.928083730381401,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04723+269060","HFDvsSD"
"HFDvsSD.71","Oocyte meiosis","04114",111,1,0.676641928402004,0,1,0.940947099395492,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04114+16001","HFDvsSD"
"HFDvsSD.72","Leukocyte transendothelial migration","04670",119,1,0.701979646993574,0,1,0.950375754585397,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04670+17698","HFDvsSD"
"HFDvsSD.73","Glutamatergic synapse","04724",125,1,0.719676982398246,0,1,0.956416743154557,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04724+67760","HFDvsSD"
"HFDvsSD.74","Toxoplasmosis","05145",128,1,0.728129342518185,0,1,0.959147728852075,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05145+16155","HFDvsSD"
"HFDvsSD.75","Parkinson's disease","05012",131,1,0.736327994974445,0,1,0.961702983584641,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05012+74153","HFDvsSD"
"HFDvsSD.76","Dopaminergic synapse","04728",132,1,0.739005816470926,0,1,0.962517746798618,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04728+12846","HFDvsSD"
"HFDvsSD.77","Measles","05162",136,1,0.749449108528776,0,1,0.965602870368201,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05162+17698","HFDvsSD"
"HFDvsSD.78","RNA transport","03013",164,1,0.811783623214933,0,1,0.981057919956135,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu03013+13627","HFDvsSD"
"HFDvsSD.79","Influenza A","05164",164,1,0.811783623214933,0,1,0.981057919956135,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05164+12914","HFDvsSD"
"HFDvsSD.80","Alzheimer's disease","05010",171,1,0.824784740393274,0,1,0.983665373450905,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05010+16971","HFDvsSD"
"HFDvsSD.81","Huntington's disease","05016",179,1,0.838551883035138,0,1,0.98620311214616,0.98620311214616,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05016+12914","HFDvsSD"
"EXvsHFD.1","Axon guidance","04360",131,7,0.000739474067029319,-0.669998849293262,0.419,0.00281317523293975,0.162857061328787,0.275691172828096,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04360+14677+80883+14083+12934+214968+16728+12631","EXvsHFD"
"EXvsHFD.2","Toxoplasmosis","05145",128,7,0.000644452723237761,0.477393721201033,0.58,0.00332361349650587,0.162857061328787,0.325714122657575,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05145+68652+18035+14677+12048+16452+16777+15979","EXvsHFD"
"EXvsHFD.3","Alzheimer's disease","05010",171,8,0.000755284634837149,0.084500417772062,0.879,0.00552187276568352,0.180381177012328,0.541143531036985,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05010+11487+11491+17993+67130+67184+17705+17709+11816","EXvsHFD"
"EXvsHFD.4","Herpes simplex infection","05168",196,8,0.00180838680296492,0.0655176056696589,0.911,0.0122051155487483,0.299025330944333,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05168+68652+18035+18626+15979+16452+14964+20382+15387","EXvsHFD"
"EXvsHFD.5","Bacterial invasion of epithelial cells","05100",70,3,0.0450160188080844,2.16562388060022,0.073,0.0220765933609442,0.363566863415784,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05100+14083+14388+622434","EXvsHFD"
"EXvsHFD.6","Protein processing in endoplasmic reticulum","04141",165,6,0.0113634621242181,0.578077335871758,0.292,0.0222591957193337,0.363566863415784,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04141+56453+56550+18453+66530+18024+12955","EXvsHFD"
"EXvsHFD.7","Leishmaniasis","05140",65,4,0.0063087154502584,0.107167207506763,0.831,0.0327708643699176,0.440312360012321,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05140+16452+18035+68652+15979","EXvsHFD"
"EXvsHFD.8","Osteoclast differentiation","04380",121,4,0.0487778502334381,-1.11852331632108,0.12,0.0359438661234548,0.440312360012321,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04380+18035+68652+15979+19261","EXvsHFD"
"EXvsHFD.9","Gap junction","04540",87,3,0.0760103537143364,1.45911692999444,0.104,0.0461676254500003,0.502714143788892,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04540+14677+71785+14683","EXvsHFD"
"EXvsHFD.10","Cocaine addiction","05030",49,3,0.0179802359670712,-0.205494042911098,0.755,0.0719413935134561,0.596787377495298,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05030+14683+14677+208647","EXvsHFD"
"EXvsHFD.11","Small cell lung cancer","05222",83,4,0.0146368816114026,0.00863536283950794,0.992,0.0759710511397104,0.596787377495298,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05222+14083+16777+18035+12048","EXvsHFD"
"EXvsHFD.12","Chagas disease (American trypanosomiasis)","05142",100,4,0.026960610062057,0.423563436437056,0.596,0.0824458748696535,0.596787377495298,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05142+18035+15979+14677+14683","EXvsHFD"
"EXvsHFD.13","Huntington's disease","05016",179,6,0.0164042044748279,0,1,0.0838290545294159,0.596787377495298,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05016+17993+67130+67184+17709+17705+208647","EXvsHFD"
"EXvsHFD.14","Parkinson's disease","05012",131,5,0.0167521053866278,0,1,0.0852553396421855,0.596787377495298,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05012+17993+67130+67184+17709+17705","EXvsHFD"
"EXvsHFD.15","Focal adhesion","04510",201,4,0.193864281516261,1.52507378064401,0.134,0.120810145457176,0.6707789454285,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04510+14083+12843+16777+71785","EXvsHFD"
"EXvsHFD.16","Amoebiasis","05146",115,4,0.0417844200032244,0.148762366178755,0.681,0.129739296485343,0.6707789454285,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05146+16777+14683+12843+14083","EXvsHFD"
"EXvsHFD.17","Toll-like receptor signaling pathway","04620",100,2,0.312824392363509,-0.740169872381587,0.099,0.13858124442839,0.6707789454285,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04620+68652+18035","EXvsHFD"
"EXvsHFD.18","Gastric acid secretion","04971",74,2,0.204199109053036,-0.162158968111022,0.182,0.159524084051292,0.6707789454285,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04971+14683+14677","EXvsHFD"
"EXvsHFD.19","Leukocyte transendothelial migration","04670",119,3,0.152371692210249,1.13517960265868,0.248,0.161573146757147,0.6707789454285,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04670+14083+83964+14677","EXvsHFD"
"EXvsHFD.20","Dopaminergic synapse","04728",132,4,0.0631687354265021,0.169601776847881,0.61,0.164005473551912,0.6707789454285,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04728+14683+14677+208647+12846","EXvsHFD"
"EXvsHFD.21","Viral carcinogenesis","05203",220,6,0.0395030341742498,0,1,0.167152261659292,0.6707789454285,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05203+22215+208647+227753+18035+14964+15387","EXvsHFD"
"EXvsHFD.22","Chemokine signaling pathway","04062",184,4,0.156182778319634,-1.05222537819702,0.266,0.17369752339263,0.6707789454285,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04062+16452+14083+14677+18035","EXvsHFD"
"EXvsHFD.23","NF-kappa B signaling pathway","04064",94,3,0.0908940987240467,-0.502138113653144,0.469,0.17713394343966,0.6707789454285,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04064+12048+18035+68652","EXvsHFD"
"EXvsHFD.24","Dilated cardiomyopathy","05414",89,2,0.266803866529739,0.148762366178755,0.165,0.181507593768697,0.6707789454285,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05414+13138+14683","EXvsHFD"
"EXvsHFD.25","Vasopressin-regulated water reabsorption","04962",43,2,0.0850981035573097,0.323915786051493,0.548,0.189586314239044,0.6707789454285,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04962+14683+208647","EXvsHFD"
"EXvsHFD.26","Transcriptional misregulation in cancer","05202",174,5,0.0481353189732183,0,1,0.19416531771031,0.6707789454285,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05202+56458+21417+12048+140780+14083","EXvsHFD"
"EXvsHFD.27","Melanogenesis","04916",100,3,0.10453474903698,-0.820529855235613,0.49,0.203432666180085,0.6707789454285,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04916+14677+14683+208647","EXvsHFD"
"EXvsHFD.28","Lysosome","04142",123,4,0.051243964210453,0,1,0.20349784969882,0.6707789454285,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04142+54411+13032+16783+114128","EXvsHFD"
"EXvsHFD.29","ECM-receptor interaction","04512",86,3,0.0739798161760268,0.126015591875284,0.694,0.203789013258363,0.6707789454285,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04512+16777+12843+13138","EXvsHFD"
"EXvsHFD.30","Progesterone-mediated oocyte maturation","04914",86,1,0.624884390962496,-0.310921334289777,0.083,0.20534049349852,0.6707789454285,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04914+14677","EXvsHFD"
"EXvsHFD.31","Apoptosis","04210",84,3,0.0699931549773852,-0.116030768947102,0.832,0.223810778273303,0.676759629616534,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04210+12048+18035+16180","EXvsHFD"
"EXvsHFD.32","Measles","05162",136,4,0.0688974914559234,0.067849116827655,0.891,0.23269278978625,0.676759629616534,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05162+18035+15979+16452+68652","EXvsHFD"
"EXvsHFD.33","Legionellosis","05134",56,2,0.132203221296531,0.31669929153277,0.485,0.240253623456211,0.676759629616534,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05134+18035+13627","EXvsHFD"
"EXvsHFD.34","Pancreatic secretion","04972",105,1,0.698108271910051,0.148762366178755,0.092,0.240548560048282,0.676759629616534,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04972+14683","EXvsHFD"
"EXvsHFD.35","Colorectal cancer","05210",64,2,0.163512840818746,0.193619178900302,0.424,0.254361799108068,0.676759629616534,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05210+72993+19730","EXvsHFD"
"EXvsHFD.36","Regulation of actin cytoskeleton","04810",215,5,0.0978206439406937,-0.307432931961738,0.733,0.260655139367261,0.676759629616534,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04810+19241+12631+227753+14083+71785","EXvsHFD"
"EXvsHFD.37","Cholinergic synapse","04725",112,3,0.13400194151085,0.469259326992145,0.551,0.26624346259897,0.676759629616534,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04725+14677+208647+16452","EXvsHFD"
