"","Name","ID","pSize","NDE","pNDE","tA","pPERT","pG","pGFdr","pGFWER","Status","KEGGLINK","Group"
"HFDvsSD.16","VEGF signaling pathway","04370",76,2,0.29032392981009,2.03628504952136,0.007,0.014629487208193,0.10211689613664,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04370+19056+18176","HFDvsSD"
"HFDvsSD.17","Bacterial invasion of epithelial cells","05100",70,5,0.00307384060547819,-0.457885295614212,0.726,0.0158556499156885,0.10211689613664,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05100+78514+16402+16412+67771+22330","HFDvsSD"
"HFDvsSD.18","Chemokine signaling pathway","04062",184,7,0.0156945463895144,-2.41298027128028,0.148,0.0164104967444244,0.10211689613664,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04062+14678+14784+14773+22324+20847+18176+56484","HFDvsSD"
"HFDvsSD.19","Cocaine addiction","05030",49,2,0.151472391888975,-1.31200106288269,0.016,0.0170194826894399,0.10211689613664,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05030+14678+14282","HFDvsSD"
"HFDvsSD.20","T cell receptor signaling pathway","04660",109,5,0.019106567907202,1.91696939224791,0.142,0.0187468006415926,0.106856763657078,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04660+14784+18176+14281+19056+22324","HFDvsSD"
"HFDvsSD.21","Endometrial cancer","05213",52,3,0.0368362598377617,2.08943678606387,0.078,0.0196882767899856,0.106879216859922,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05213+18176+56484+14784","HFDvsSD"
"HFDvsSD.22","Non-small cell lung cancer","05223",54,3,0.0405131080603011,2.32696988173521,0.079,0.0215858107034414,0.111853746372378,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05223+56484+18176+14784","HFDvsSD"
"HFDvsSD.23","Thyroid cancer","05216",29,1,0.337415700851065,1.38798332229985,0.01,0.022578541973677,0.111911034130399,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05216+18176","HFDvsSD"
"HFDvsSD.24","Insulin signaling pathway","04910",139,6,0.0140361649331474,2.2382786434663,0.286,0.0261650132437653,0.124283812907885,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04910+17347+108097+18176+14784+18576+14251","HFDvsSD"
"HFDvsSD.25","Long-term depression","04730",71,2,0.264208475002746,1.80821822482347,0.02,0.0329892805772849,0.148093064048547,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04730+14678+18176","HFDvsSD"
"HFDvsSD.26","Osteoclast differentiation","04380",121,6,0.00739394541479829,-0.305133970948971,0.735,0.0337756110987915,0.148093064048547,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04380+20847+14281+14282+16478+19056+14784","HFDvsSD"
"HFDvsSD.27","Alcoholism","05034",193,5,0.137551501283728,3.08457581990236,0.042,0.0355517517496436,0.148987752182006,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05034+207565+14678+18176+14282+14784","HFDvsSD"
"HFDvsSD.28","Cytosolic DNA-sensing pathway","04623",60,4,0.0101355473391904,0.27811056945168,0.59,0.0365934829920717,0.148987752182006,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04623+66824+56489+54131+19766","HFDvsSD"
"HFDvsSD.29","Bladder cancer","05219",42,1,0.449156571272148,1.85064442973314,0.014,0.0381635509191165,0.150022234647561,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05219+18176","HFDvsSD"
"HFDvsSD.30","ECM-receptor interaction","04512",86,4,0.0333172822269147,-0.565845766338766,0.204,0.0407213192349461,0.154741013092795,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04512+16412+20970+16402+12505","HFDvsSD"
"HFDvsSD.31","Lysosome","04142",123,6,0.00798827547392898,0,1,0.0465698916123941,0.171257020768159,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04142+11984+13030+64138+14466+108012+11764","HFDvsSD"
"HFDvsSD.32","RIG-I-like receptor signaling pathway","04622",69,3,0.073575234502632,0.938335069118534,0.129,0.0536954465631,0.191290028381044,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04622+54131+56489+19766","HFDvsSD"
"HFDvsSD.33","Amphetamine addiction","05031",69,3,0.073575234502632,0.707355308501443,0.135,0.0557413470413864,0.192561017052062,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05031+19056+14281+14282","HFDvsSD"
"HFDvsSD.34","Jak-STAT signaling pathway","04630",156,6,0.0233582260350543,0.0769185744802987,0.467,0.0601944844753791,0.196245326770286,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04630+14784+19247+20847+17344+20844+16880","HFDvsSD"
"HFDvsSD.35","Acute myeloid leukemia","05221",57,2,0.191592069238553,0.993541329125768,0.057,0.0602507582189473,0.196245326770286,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05221+18176+14784","HFDvsSD"
"HFDvsSD.36","Leukocyte transendothelial migration","04670",119,5,0.0267105332140638,-0.883008551669696,0.44,0.0639775566231185,0.202595595973209,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04670+19247+16412+22324+14678+22330","HFDvsSD"
"HFDvsSD.37","HTLV-I infection","05166",276,9,0.0167390443222552,-0.263111840101523,0.756,0.0679523555985866,0.208710554371842,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05166+19056+110557+14964+14972+18176+103573+17128+14281+22695","HFDvsSD"
"HFDvsSD.38","Viral carcinogenesis","05203",220,8,0.013026189098656,0,1,0.0695701847906141,0.208710554371842,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05203+54131+19664+18176+227753+110557+14964+14972+14784","HFDvsSD"
"HFDvsSD.39","Renal cell carcinoma","05211",71,4,0.0179213474615145,0.179654123705484,0.77,0.0729041872246856,0.213104547272158,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05211+19247+112406+14784+18176","HFDvsSD"
"HFDvsSD.40","Gap junction","04540",87,4,0.034549934126222,0.749057350146206,0.499,0.0872451105137872,0.244730753737138,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04540+14678+22154+18176+14784","HFDvsSD"
"HFDvsSD.41","Circadian rhythm - mammal","04710",22,1,0.268166489319751,0.543626995275281,0.065,0.0880172009054621,0.244730753737138,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04710+18626","HFDvsSD"
"HFDvsSD.42","Alzheimer's disease","05010",171,2,0.696755699779776,1.0073195950746,0.026,0.0907771358085452,0.246395082908909,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05010+19056+16956","HFDvsSD"
"HFDvsSD.43","Toll-like receptor signaling pathway","04620",100,4,0.0529637513145718,0.867044083741984,0.354,0.0933072199677017,0.247372629681814,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04620+19766+56489+54131+14281","HFDvsSD"
"HFDvsSD.44","Notch signaling pathway","04330",49,3,0.0316597282601055,0.511670468785594,0.615,0.0961628892611533,0.249149303994806,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04330+13016+19664+16848","HFDvsSD"
"HFDvsSD.45","Fc epsilon RI signaling pathway","04664",79,4,0.0254177974013722,0.0723355233163958,0.933,0.112447441214749,0.280705575087108,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04664+16331+18176+14784+22324","HFDvsSD"
"HFDvsSD.46","Axon guidance","04360",131,5,0.0380844879276808,-0.340930404714199,0.644,0.115470456421497,0.280705575087108,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04360+14678+19056+16412+18176+12631","HFDvsSD"
"HFDvsSD.47","ErbB signaling pathway","04012",87,2,0.347223503877146,1.90795297737038,0.072,0.117222326759355,0.280705575087108,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04012+14784+18176","HFDvsSD"
"HFDvsSD.48","GnRH signaling pathway","04912",99,2,0.407472293317587,2.38761831786865,0.062,0.118191821089308,0.280705575087108,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04912+18176+14784","HFDvsSD"
"HFDvsSD.49","Pancreatic cancer","05212",70,2,0.258982068652203,-0.853612361465135,0.104,0.124283818247113,0.28915010775859,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05212+19765+17128","HFDvsSD"
"HFDvsSD.50","Gastric acid secretion","04971",74,2,0.279885080910197,-0.292775140626701,0.103,0.131064433162947,0.292272867023608,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04971+11933+14678","HFDvsSD"
"HFDvsSD.51","Protein processing in endoplasmic reticulum","04141",165,6,0.0296669441649193,0,1,0.1340270017012,0.292272867023608,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04141+103963+13200+19089+15481+67397+67437","HFDvsSD"
"HFDvsSD.52","Allograft rejection","05330",48,3,0.0300254232948632,0,1,0.135285874405621,0.292272867023608,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05330+110557+14964+14972","HFDvsSD"
"HFDvsSD.53","Adipocytokine signaling pathway","04920",70,3,0.0761041607374547,-0.182506647620884,0.406,0.138333323747071,0.292272867023608,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04920+19247+108097+207565","HFDvsSD"
"HFDvsSD.54","Viral myocarditis","05416",84,4,0.0309304242844353,0,1,0.138445042274341,0.292272867023608,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05416+13690+110557+14964+14972","HFDvsSD"
"HFDvsSD.55","Graft-versus-host disease","05332",50,3,0.0333397665511559,0,1,0.146728459411598,0.304128079507675,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05332+110557+14964+14972","HFDvsSD"
"HFDvsSD.56","Type I diabetes mellitus","04940",55,3,0.0424185092697876,0,1,0.176468229756645,0.356393034436838,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04940+110557+14964+14972","HFDvsSD"
"HFDvsSD.57","Measles","05162",136,4,0.126001529493325,0.599108461379743,0.341,0.178196517218419,0.356393034436838,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05162+54131+20847+15481+56489","HFDvsSD"
"HFDvsSD.58","Progesterone-mediated oocyte maturation","04914",86,2,0.342102674218802,-0.292775140626701,0.134,0.187151722027833,0.36320610975323,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04914+18576+14678","HFDvsSD"
"HFDvsSD.59","Tight junction","04530",135,2,0.569248353779847,0.462661107433284,0.081,0.18797509188983,0.36320610975323,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04530+18176+14678","HFDvsSD"
"HFDvsSD.60","Cholinergic synapse","04725",112,3,0.209739226210946,0.982147891246987,0.237,0.19891159569724,0.377932031824756,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04725+14678+18176+14281","HFDvsSD"
"HFDvsSD.61","Morphine addiction","05032",91,3,0.137149231710776,0.33765325218293,0.421,0.222402732102931,0.415637892782526,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05032+14678+18576+14773","HFDvsSD"
"HFDvsSD.62","Autoimmune thyroid disease","05320",63,3,0.0592263530097966,0,1,0.226623046948344,0.416693989550181,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05320+110557+14964+14972","HFDvsSD"
"HFDvsSD.63","Neurotrophin signaling pathway","04722",122,4,0.0939883013312061,0.292041549605781,0.734,0.253448111540851,0.458620392312016,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04722+14784+18176+19247+56484","HFDvsSD"
"HFDvsSD.64","Toxoplasmosis","05145",128,4,0.107187772512963,0.263392682823789,0.679,0.263487762936847,0.469337577731258,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05145+14678+12265+16412+15481","HFDvsSD"
"HFDvsSD.65","Glutamatergic synapse","04724",125,3,0.258160626610053,0.396953887322565,0.306,0.279519056890631,0.485793109045949,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04724+67760+14678+19056","HFDvsSD"
"HFDvsSD.66","Long-term potentiation","04720",69,2,0.253756985568925,1.03278242194744,0.314,0.281248642079233,0.485793109045949,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04720+19056+18176","HFDvsSD"
"HFDvsSD.67","RNA transport","03013",164,5,0.0827089011211781,0,1,0.288854886367069,0.491484433520088,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu03013+103573+56215+13627+53817+13690","HFDvsSD"
"HFDvsSD.68","Salmonella infection","05132",77,3,0.094840470829556,0.0581453684808445,0.894,0.294009447621656,0.492898191601011,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05132+67771+14281+66824","HFDvsSD"
"HFDvsSD.69","Melanogenesis","04916",100,2,0.412376663073059,1.33036367534221,0.212,0.300474655342184,0.496436387087086,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04916+14678+18176","HFDvsSD"
"HFDvsSD.70","Dopaminergic synapse","04728",132,3,0.284836059016391,-0.280316877750567,0.359,0.335428213891962,0.546268805481195,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04728+14678+14281+19056","HFDvsSD"
"HFDvsSD.71","PPAR signaling pathway","03320",81,3,0.106312001749531,0,1,0.3445972874473,0.553297053084396,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu03320+26457+16956+18830","HFDvsSD"
"HFDvsSD.72","Rheumatoid arthritis","05323",82,3,0.109261276530421,0,1,0.351167188586453,0.556014715261884,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05323+11984+66290+14281","HFDvsSD"
"HFDvsSD.73","Focal adhesion","04510",201,5,0.154957004730164,-0.345747041981594,0.783,0.37724704671488,0.589125525006798,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04510+16412+16402+22330+14784+22324","HFDvsSD"
"HFDvsSD.74","Glioma","05214",65,2,0.232892361454567,0.427116575579753,0.569,0.400337213891597,0.616735707887055,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05214+14784+18176","HFDvsSD"
"HFDvsSD.75","GABAergic synapse","04727",88,2,0.352331107654955,-0.256178248048363,0.42,0.430720366484679,0.6442349473746,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04727+14678+67760","HFDvsSD"
"HFDvsSD.76","Cell cycle","04110",123,1,0.826170239062311,0.713440099173116,0.181,0.433688561054136,0.6442349473746,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04110+17128","HFDvsSD"
"HFDvsSD.77","NOD-like receptor signaling pathway","04621",55,1,0.542105116909758,0.351731288200156,0.28,0.437952134962757,0.6442349473746,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04621+66824","HFDvsSD"
"HFDvsSD.78","Endocrine and other factor-regulated calcium reabsorption","04961",56,2,0.186496269550773,-0.12295862212331,0.822,0.4407923324142,0.6442349473746,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04961+11773+11933","HFDvsSD"
"HFDvsSD.79","Apoptosis","04210",84,2,0.331824012256749,0.462189266485031,0.503,0.465724547267234,0.672058207448919,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04210+19056+19766","HFDvsSD"
"HFDvsSD.80","Small cell lung cancer","05222",83,2,0.326667571708705,-0.420876636900536,0.6,0.515410446406527,0.734035393842011,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05222+16412+17344","HFDvsSD"
"HFDvsSD.81","Retrograde endocannabinoid signaling","04723",102,1,0.765483622984071,0.0243979283855584,0.261,0.521551464045639,0.734035393842011,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04723+14678","HFDvsSD"
"HFDvsSD.82","Leishmaniasis","05140",65,2,0.232892361454567,0,1,0.572258196575222,0.795578468409456,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05140+16412+14281","HFDvsSD"
"HFDvsSD.83","Wnt signaling pathway","04310",154,3,0.369409403575682,0.204355349504598,0.681,0.598742122122466,0.822368697854954,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04310+19056+13016+17128","HFDvsSD"
"HFDvsSD.84","Dorso-ventral axis formation","04320",22,1,0.268166489319751,0,1,0.62111308014531,0.842939180197207,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04320+14784","HFDvsSD"
"HFDvsSD.85","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","05412",74,2,0.279885080910197,0,1,0.636284077584714,0.853369233466558,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05412+16402+16412","HFDvsSD"
"HFDvsSD.86","TGF-beta signaling pathway","04350",85,1,0.701216935016399,0.32320864042107,0.41,0.64587675324707,0.856162207792627,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04350+17128","HFDvsSD"
"HFDvsSD.87","Oocyte meiosis","04114",111,2,0.464916323052667,0.256731861788506,0.692,0.686576559851196,0.899652043942946,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04114+19056+20874","HFDvsSD"
"HFDvsSD.88","Dilated cardiomyopathy","05414",89,2,0.357424843227608,0,1,0.725154304619608,0.939404440075401,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05414+16402+16412","HFDvsSD"
"HFDvsSD.89","Chagas disease (American trypanosomiasis)","05142",100,2,0.412376663073059,0.0483251818982015,0.902,0.739820602089712,0.947635377957609,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05142+14281+14678","HFDvsSD"
"HFDvsSD.90","Tuberculosis","05152",178,3,0.459415714121061,-0.163676751404453,0.831,0.749394731019906,0.949233325958547,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05152+11984+19056+12265","HFDvsSD"
"HFDvsSD.91","Regulation of autophagy","04140",35,1,0.391548582435692,0,1,0.75868241855531,0.950437315552806,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04140+56208","HFDvsSD"
"HFDvsSD.92","Melanoma","05218",71,1,0.63531878454885,0.346950770452125,0.657,0.782090553198798,0.967850019610116,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05218+18176","HFDvsSD"
"HFDvsSD.93","Aldosterone-regulated sodium reabsorption","04960",40,1,0.433275687523267,0,1,0.795659267124384,0.967850019610116,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04960+11933","HFDvsSD"
"HFDvsSD.94","Transcriptional misregulation in cancer","05202",174,3,0.444744454715053,0,1,0.805101060033379,0.967850019610116,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05202+208266+67603+17095","HFDvsSD"
"HFDvsSD.95","Vasopressin-regulated water reabsorption","04962",43,1,0.456929892153579,0,1,0.814808947994662,0.967850019610116,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04962+67665","HFDvsSD"
"HFDvsSD.96","Carbohydrate digestion and absorption","04973",44,1,0.464593878998716,0,1,0.820747659618801,0.967850019610116,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04973+11933","HFDvsSD"
"HFDvsSD.97","Mineral absorption","04978",45,1,0.472150064551729,0,1,0.826479051538367,0.967850019610116,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04978+11933","HFDvsSD"
"HFDvsSD.98","Malaria","05144",46,1,0.479599960140479,0,1,0.832011420366591,0.967850019610116,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05144+20970","HFDvsSD"
"HFDvsSD.99","Cytokine-cytokine receptor interaction","04060",250,2,0.869699387810748,-0.262857913389532,0.586,0.853165780224117,0.982433322682316,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04060+16880+320100","HFDvsSD"
"HFDvsSD.100","Amyotrophic lateral sclerosis (ALS)","05014",55,1,0.542105116909758,0,1,0.874033561215479,0.996398259785646,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05014+19056","HFDvsSD"
"HFDvsSD.101","mTOR signaling pathway","04150",65,1,0.602815920364376,0,1,0.907927221009736,0.997289738500113,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04150+12283","HFDvsSD"
"HFDvsSD.102","NF-kappa B signaling pathway","04064",94,1,0.737166000727133,0.20858292708876,0.821,0.909135871319471,0.997289738500113,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04064+19766","HFDvsSD"
"HFDvsSD.103","p53 signaling pathway","04115",67,1,0.613958917133203,0,1,0.913464815444702,0.997289738500113,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04115+66940","HFDvsSD"
"HFDvsSD.104","Bile secretion","04976",71,1,0.63531878454885,0,1,0.923517417568069,0.997289738500113,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04976+11933","HFDvsSD"
"HFDvsSD.105","RNA degradation","03018",73,1,0.645552784677278,0,1,0.928077862625187,0.997289738500113,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu03018+78893","HFDvsSD"
"HFDvsSD.106","Salivary secretion","04970",77,1,0.665169971638552,0,1,0.9363681997967,0.997289738500113,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04970+11933","HFDvsSD"
"HFDvsSD.107","Phosphatidylinositol signaling system","04070",81,1,0.683704847023942,0,1,0.943669233158531,0.997289738500113,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04070+16331","HFDvsSD"
"HFDvsSD.108","Huntington's disease","05016",179,2,0.720464006982064,0,1,0.956675206917075,0.997289738500113,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05016+11773+67665","HFDvsSD"
"HFDvsSD.109","Pancreatic secretion","04972",105,1,0.775300199256294,0,1,0.972617953791918,0.997289738500113,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04972+11933","HFDvsSD"
"HFDvsSD.110","Amoebiasis","05146",115,1,0.805158289526418,0,1,0.97964928575352,0.997289738500113,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05146+22330","HFDvsSD"
"HFDvsSD.111","Vascular smooth muscle contraction","04270",124,1,0.828632649501508,0,1,0.984397645144711,0.997289738500113,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04270+17904","HFDvsSD"
"HFDvsSD.112","Parkinson's disease","05012",131,1,0.844922970145084,0,1,0.987300783847682,0.997289738500113,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05012+74153","HFDvsSD"
"HFDvsSD.113","Systemic lupus erythematosus","05322",142,1,0.867459455148302,0,1,0.990800484028995,0.997289738500113,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05322+20823","HFDvsSD"
"HFDvsSD.114","Calcium signaling pathway","04020",184,1,0.927284873912294,0,1,0.997289738500113,0.997289738500113,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04020+19056","HFDvsSD"
"EXvsHFD.1","Pertussis","05133",73,6,3.52632985632517e-06,-0.400240501592427,0.693,3.40217867789449e-05,0.00278978651587348,0.00278978651587348,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05133+12313+12315+12259+12262+12475+16362","EXvsHFD"
