"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"Process","GO:0023051",63,3456,10090,"10090.ENSMUSP00000000058,10090.ENSMUSP00000001046,10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000005532,10090.ENSMUSP00000009143,10090.ENSMUSP00000009435,10090.ENSMUSP00000018966,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000020706,10090.ENSMUSP00000021413,10090.ENSMUSP00000021950,10090.ENSMUSP00000022176,10090.ENSMUSP00000023749,10090.ENSMUSP00000023807,10090.ENSMUSP00000025409,10090.ENSMUSP00000026142,10090.ENSMUSP00000027682,10090.ENSMUSP00000028166,10090.ENSMUSP00000028389,10090.ENSMUSP00000028854,10090.ENSMUSP00000029766,10090.ENSMUSP00000030164,10090.ENSMUSP00000030636,10090.ENSMUSP00000031445,10090.ENSMUSP00000032066,10090.ENSMUSP00000032185,10090.ENSMUSP00000034211,10090.ENSMUSP00000034713,10090.ENSMUSP00000040230,10090.ENSMUSP00000041053,10090.ENSMUSP00000041727,10090.ENSMUSP00000042211,10090.ENSMUSP00000045608,10090.ENSMUSP00000060028,10090.ENSMUSP00000061877,10090.ENSMUSP00000066880,10090.ENSMUSP00000069024,10090.ENSMUSP00000072428,10090.ENSMUSP00000082793,10090.ENSMUSP00000084039,10090.ENSMUSP00000087457,10090.ENSMUSP00000088833,10090.ENSMUSP00000097515,10090.ENSMUSP00000098710,10090.ENSMUSP00000104342,10090.ENSMUSP00000105445,10090.ENSMUSP00000108499,10090.ENSMUSP00000108555,10090.ENSMUSP00000112104,10090.ENSMUSP00000113540,10090.ENSMUSP00000119827,10090.ENSMUSP00000120967,10090.ENSMUSP00000121266,10090.ENSMUSP00000122552,10090.ENSMUSP00000125840,10090.ENSMUSP00000130636,10090.ENSMUSP00000132774,10090.ENSMUSP00000134263,10090.ENSMUSP00000140536,10090.ENSMUSP00000142109,10090.ENSMUSP00000158312","Cav2,S100a4,Col1a1,App,Nid1,Bmp7,Pttg1ip,Sfrp5,Timp3,Ddit4,Adcy1,Nfkbia,Dbn1,Hmgcr,Tmbim6,Igfbp6,Lox,Maged1,Gpr37l1,Nr4a2,Frzb,Mal,Bcar3,Vcp,Stmn1,Aacs,Tgfa,Slc6a6,Mt3,Ldlr,Sostdc1,Egr2,Zdhhc2,Sema7a,Nbl1,Crlf3,Insig1,Cadm4,Sema5a,Aplp2,Nptn,Bicd1,Itgb1,Prnp,Sesn1,Iqsec1,Pmp22,Bcl2l1,Chrdl1,Cntf,Hnrnpk,Crtc3,Apod,Ucp2,Tab2,Dhrs3,Eps8l1,Ranbp9,Cd59a,Slit2,Erbin,Dag1,Ndst1",3.18e-08,1.03e-05,"Regulation of signaling"
"Process","GO:0007409",18,387,10090,"10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000020706,10090.ENSMUSP00000022629,10090.ENSMUSP00000028166,10090.ENSMUSP00000030636,10090.ENSMUSP00000041053,10090.ENSMUSP00000042211,10090.ENSMUSP00000069024,10090.ENSMUSP00000072428,10090.ENSMUSP00000082793,10090.ENSMUSP00000087457,10090.ENSMUSP00000087643,10090.ENSMUSP00000099529,10090.ENSMUSP00000099589,10090.ENSMUSP00000104342,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109","App,Bmp7,Adcy1,Dpysl2,Nr4a2,Stmn1,Egr2,Sema7a,Sema5a,Aplp2,Nptn,Itgb1,Sema3g,Sema6d,Sema3b,Pmp22,Slit2,Dag1",3.44e-08,1.07e-05,"Axonogenesis"
"Process","GO:0030517",8,47,10090,"10090.ENSMUSP00000034211,10090.ENSMUSP00000042211,10090.ENSMUSP00000069024,10090.ENSMUSP00000087643,10090.ENSMUSP00000099529,10090.ENSMUSP00000099589,10090.ENSMUSP00000134263,10090.ENSMUSP00000139564","Mt3,Sema7a,Sema5a,Sema3g,Sema6d,Sema3b,Slit2,Mag",3.38e-08,1.07e-05,"Negative regulation of axon extension"
"Process","GO:0071840",88,5681,10090,"10090.ENSMUSP00000000058,10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000005532,10090.ENSMUSP00000007216,10090.ENSMUSP00000009143,10090.ENSMUSP00000009789,10090.ENSMUSP00000015800,10090.ENSMUSP00000018561,10090.ENSMUSP00000020027,10090.ENSMUSP00000020308,10090.ENSMUSP00000020706,10090.ENSMUSP00000021603,10090.ENSMUSP00000021668,10090.ENSMUSP00000021950,10090.ENSMUSP00000022629,10090.ENSMUSP00000022977,10090.ENSMUSP00000024706,10090.ENSMUSP00000024880,10090.ENSMUSP00000025409,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000028239,10090.ENSMUSP00000028854,10090.ENSMUSP00000029773,10090.ENSMUSP00000030164,10090.ENSMUSP00000030408,10090.ENSMUSP00000030636,10090.ENSMUSP00000031556,10090.ENSMUSP00000031565,10090.ENSMUSP00000031668,10090.ENSMUSP00000032066,10090.ENSMUSP00000032492,10090.ENSMUSP00000034211,10090.ENSMUSP00000034472,10090.ENSMUSP00000038063,10090.ENSMUSP00000039416,10090.ENSMUSP00000040405,10090.ENSMUSP00000041053,10090.ENSMUSP00000041727,10090.ENSMUSP00000042211,10090.ENSMUSP00000043597,10090.ENSMUSP00000045608,10090.ENSMUSP00000048519,10090.ENSMUSP00000052020,10090.ENSMUSP00000056080,10090.ENSMUSP00000065810,10090.ENSMUSP00000067027,10090.ENSMUSP00000067241,10090.ENSMUSP00000068610,10090.ENSMUSP00000069024,10090.ENSMUSP00000072428,10090.ENSMUSP00000076933,10090.ENSMUSP00000080991,10090.ENSMUSP00000082793,10090.ENSMUSP00000084039,10090.ENSMUSP00000087457,10090.ENSMUSP00000087643,10090.ENSMUSP00000088833,10090.ENSMUSP00000092228,10090.ENSMUSP00000094778,10090.ENSMUSP00000098710,10090.ENSMUSP00000099529,10090.ENSMUSP00000099589,10090.ENSMUSP00000102095,10090.ENSMUSP00000102647,10090.ENSMUSP00000103129,10090.ENSMUSP00000104342,10090.ENSMUSP00000105445,10090.ENSMUSP00000105531,10090.ENSMUSP00000107795,10090.ENSMUSP00000108499,10090.ENSMUSP00000108555,10090.ENSMUSP00000111186,10090.ENSMUSP00000113540,10090.ENSMUSP00000114074,10090.ENSMUSP00000119827,10090.ENSMUSP00000120904,10090.ENSMUSP00000121203,10090.ENSMUSP00000122863,10090.ENSMUSP00000126515,10090.ENSMUSP00000130636,10090.ENSMUSP00000134263,10090.ENSMUSP00000139564,10090.ENSMUSP00000140596,10090.ENSMUSP00000142109,10090.ENSMUSP00000149803,10090.ENSMUSP00000158705","Cav2,Col1a1,App,Nid1,Ap2m1,Bmp7,P4ha1,Hspa8,Myo1b,Serinc1,Ddit4,Adcy1,Fbln5,Npc2,Dbn1,Dpysl2,Sqle,Pla2g7,Vit,Lox,Vim,Nr4a2,Gsn,Mal,Cnn3,Vcp,Mfsd2a,Stmn1,Tmem106b,Fscn1,Col1a2,Tgfa,Cd9,Mt3,Jam3,Dhcr24,Exoc3,Vwa1,Egr2,Zdhhc2,Sema7a,Fa2h,Nbl1,Degs1,Flnb,Gldn,Rtn3,Ston1,Nav1,Emc7,Sema5a,Aplp2,Arpc5,mt-Nd1,Nptn,Bicd1,Itgb1,Sema3g,Prnp,Plekhg2,Tuba1a,Iqsec1,Sema6d,Sema3b,Mast2,Arhgef17,Syt11,Pmp22,Bcl2l1,Tmed9,Tmsb4x,Chrdl1,Cntf,Mid1ip1,Crtc3,Sgk1,Apod,Tmed7,Ctsd,Mfap5,Cfap100,Ranbp9,Slit2,Mag,Fat1,Dag1,Cryab,Sptbn5",3.4e-08,1.07e-05,"Cellular component organization or biogenesis"
"Process","GO:1901700",41,1763,10090,"10090.ENSMUSP00000000058,10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000015800,10090.ENSMUSP00000020308,10090.ENSMUSP00000020706,10090.ENSMUSP00000021413,10090.ENSMUSP00000023749,10090.ENSMUSP00000026221,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000029766,10090.ENSMUSP00000030164,10090.ENSMUSP00000031411,10090.ENSMUSP00000031445,10090.ENSMUSP00000031668,10090.ENSMUSP00000034211,10090.ENSMUSP00000034215,10090.ENSMUSP00000034267,10090.ENSMUSP00000034713,10090.ENSMUSP00000041053,10090.ENSMUSP00000041557,10090.ENSMUSP00000045639,10090.ENSMUSP00000061877,10090.ENSMUSP00000080991,10090.ENSMUSP00000081003,10090.ENSMUSP00000088833,10090.ENSMUSP00000095228,10090.ENSMUSP00000097515,10090.ENSMUSP00000105445,10090.ENSMUSP00000105980,10090.ENSMUSP00000112104,10090.ENSMUSP00000114074,10090.ENSMUSP00000119827,10090.ENSMUSP00000120967,10090.ENSMUSP00000121266,10090.ENSMUSP00000134263,10090.ENSMUSP00000140536,10090.ENSMUSP00000142109,10090.ENSMUSP00000149803","Cav2,Col1a1,App,Bmp7,Hspa8,Ddit4,Adcy1,Nfkbia,Tmbim6,Scd2,Vim,Nr4a2,Bcar3,Vcp,Aldh2,Aacs,Col1a2,Mt3,Mt1,Slc27a1,Ldlr,Egr2,Slc7a5,Klf9,Insig1,mt-Nd1,mt-Cytb,Prnp,Pam,Sesn1,Bcl2l1,Srsf5,Hnrnpk,Sgk1,Apod,Ucp2,Tab2,Slit2,Erbin,Dag1,Cryab",3.44e-08,1.07e-05,"Response to oxygen-containing compound"
"Process","GO:0048667",20,485,10090,"10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000020706,10090.ENSMUSP00000022629,10090.ENSMUSP00000028166,10090.ENSMUSP00000030408,10090.ENSMUSP00000030636,10090.ENSMUSP00000031556,10090.ENSMUSP00000041053,10090.ENSMUSP00000042211,10090.ENSMUSP00000069024,10090.ENSMUSP00000072428,10090.ENSMUSP00000082793,10090.ENSMUSP00000087457,10090.ENSMUSP00000087643,10090.ENSMUSP00000099529,10090.ENSMUSP00000099589,10090.ENSMUSP00000104342,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109","App,Bmp7,Adcy1,Dpysl2,Nr4a2,Mfsd2a,Stmn1,Tmem106b,Egr2,Sema7a,Sema5a,Aplp2,Nptn,Itgb1,Sema3g,Sema6d,Sema3b,Pmp22,Slit2,Dag1",3.91e-08,1.15e-05,"Cell morphogenesis involved in neuron differentiation"
"Process","GO:0030182",32,1180,10090,"10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000020308,10090.ENSMUSP00000020706,10090.ENSMUSP00000021950,10090.ENSMUSP00000022629,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000030408,10090.ENSMUSP00000030636,10090.ENSMUSP00000031556,10090.ENSMUSP00000041053,10090.ENSMUSP00000042211,10090.ENSMUSP00000045608,10090.ENSMUSP00000056080,10090.ENSMUSP00000065810,10090.ENSMUSP00000069024,10090.ENSMUSP00000072428,10090.ENSMUSP00000082793,10090.ENSMUSP00000087457,10090.ENSMUSP00000087643,10090.ENSMUSP00000098710,10090.ENSMUSP00000099529,10090.ENSMUSP00000099589,10090.ENSMUSP00000104342,10090.ENSMUSP00000108499,10090.ENSMUSP00000108555,10090.ENSMUSP00000114074,10090.ENSMUSP00000119827,10090.ENSMUSP00000134263,10090.ENSMUSP00000139564,10090.ENSMUSP00000142109","App,Bmp7,Ddit4,Adcy1,Dbn1,Dpysl2,Vim,Nr4a2,Mfsd2a,Stmn1,Tmem106b,Egr2,Sema7a,Nbl1,Gldn,Rtn3,Sema5a,Aplp2,Nptn,Itgb1,Sema3g,Iqsec1,Sema6d,Sema3b,Pmp22,Chrdl1,Cntf,Sgk1,Apod,Slit2,Mag,Dag1",5.06e-08,1.41e-05,"Neuron differentiation"
"Process","GO:0044283",19,444,10090,"10090.ENSMUSP00000001507,10090.ENSMUSP00000006557,10090.ENSMUSP00000019382,10090.ENSMUSP00000022176,10090.ENSMUSP00000026221,10090.ENSMUSP00000034015,10090.ENSMUSP00000038063,10090.ENSMUSP00000043597,10090.ENSMUSP00000048519,10090.ENSMUSP00000052872,10090.ENSMUSP00000057354,10090.ENSMUSP00000061877,10090.ENSMUSP00000071351,10090.ENSMUSP00000103012,10090.ENSMUSP00000130073,10090.ENSMUSP00000142770,10090.ENSMUSP00000153064,10090.ENSMUSP00000153671,10090.ENSMUSP00000156511","Cyp51,Elovl1,Tecr,Hmgcr,Scd2,Msmo1,Dhcr24,Fa2h,Degs1,Fasn,Sc5d,Insig1,Elovl6,Acly,Cyp39a1,Fdps,Hmgcs1,Fdft1,Qk",4.99e-08,1.41e-05,"Small molecule biosynthetic process"
"Process","GO:0007417",30,1067,10090,"10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000015800,10090.ENSMUSP00000020308,10090.ENSMUSP00000020706,10090.ENSMUSP00000022629,10090.ENSMUSP00000024880,10090.ENSMUSP00000027682,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000028239,10090.ENSMUSP00000028854,10090.ENSMUSP00000030408,10090.ENSMUSP00000034211,10090.ENSMUSP00000041053,10090.ENSMUSP00000042211,10090.ENSMUSP00000043597,10090.ENSMUSP00000065810,10090.ENSMUSP00000069024,10090.ENSMUSP00000072428,10090.ENSMUSP00000087457,10090.ENSMUSP00000095228,10090.ENSMUSP00000099529,10090.ENSMUSP00000108555,10090.ENSMUSP00000112104,10090.ENSMUSP00000119827,10090.ENSMUSP00000124305,10090.ENSMUSP00000134263,10090.ENSMUSP00000139564,10090.ENSMUSP00000158312","App,Bmp7,Hspa8,Ddit4,Adcy1,Dpysl2,Vit,Gpr37l1,Vim,Nr4a2,Gsn,Mal,Mfsd2a,Mt3,Egr2,Sema7a,Fa2h,Rtn3,Sema5a,Aplp2,Itgb1,Pam,Sema6d,Cntf,Hnrnpk,Apod,Selenop,Slit2,Mag,Ndst1",6.53e-08,1.73e-05,"Central nervous system development"
"Process","GO:0048699",33,1259,10090,"10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000020308,10090.ENSMUSP00000020706,10090.ENSMUSP00000021950,10090.ENSMUSP00000022629,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000030408,10090.ENSMUSP00000030636,10090.ENSMUSP00000031556,10090.ENSMUSP00000041053,10090.ENSMUSP00000042211,10090.ENSMUSP00000045608,10090.ENSMUSP00000056080,10090.ENSMUSP00000065810,10090.ENSMUSP00000067241,10090.ENSMUSP00000069024,10090.ENSMUSP00000072428,10090.ENSMUSP00000082793,10090.ENSMUSP00000087457,10090.ENSMUSP00000087643,10090.ENSMUSP00000098710,10090.ENSMUSP00000099529,10090.ENSMUSP00000099589,10090.ENSMUSP00000104342,10090.ENSMUSP00000108499,10090.ENSMUSP00000108555,10090.ENSMUSP00000114074,10090.ENSMUSP00000119827,10090.ENSMUSP00000134263,10090.ENSMUSP00000139564,10090.ENSMUSP00000142109","App,Bmp7,Ddit4,Adcy1,Dbn1,Dpysl2,Vim,Nr4a2,Mfsd2a,Stmn1,Tmem106b,Egr2,Sema7a,Nbl1,Gldn,Rtn3,Nav1,Sema5a,Aplp2,Nptn,Itgb1,Sema3g,Iqsec1,Sema6d,Sema3b,Pmp22,Chrdl1,Cntf,Sgk1,Apod,Slit2,Mag,Dag1",6.63e-08,1.73e-05,"Generation of neurons"
"Process","GO:0060284",22,603,10090,"10090.ENSMUSP00000001507,10090.ENSMUSP00000009143,10090.ENSMUSP00000021950,10090.ENSMUSP00000027682,10090.ENSMUSP00000028062,10090.ENSMUSP00000028389,10090.ENSMUSP00000034211,10090.ENSMUSP00000034713,10090.ENSMUSP00000041053,10090.ENSMUSP00000041557,10090.ENSMUSP00000042211,10090.ENSMUSP00000069024,10090.ENSMUSP00000082793,10090.ENSMUSP00000087457,10090.ENSMUSP00000087643,10090.ENSMUSP00000099529,10090.ENSMUSP00000099589,10090.ENSMUSP00000108555,10090.ENSMUSP00000114074,10090.ENSMUSP00000134263,10090.ENSMUSP00000139564,10090.ENSMUSP00000142109","Cyp51,Bmp7,Dbn1,Gpr37l1,Vim,Frzb,Mt3,Ldlr,Egr2,Slc7a5,Sema7a,Sema5a,Nptn,Itgb1,Sema3g,Sema6d,Sema3b,Cntf,Sgk1,Slit2,Mag,Dag1",6.35e-08,1.73e-05,"Regulation of cell development"
"Process","GO:1901698",32,1192,10090,"10090.ENSMUSP00000000058,10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000021413,10090.ENSMUSP00000023749,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000029766,10090.ENSMUSP00000030164,10090.ENSMUSP00000031445,10090.ENSMUSP00000031668,10090.ENSMUSP00000032492,10090.ENSMUSP00000034211,10090.ENSMUSP00000034267,10090.ENSMUSP00000034713,10090.ENSMUSP00000041053,10090.ENSMUSP00000041557,10090.ENSMUSP00000061877,10090.ENSMUSP00000081003,10090.ENSMUSP00000087457,10090.ENSMUSP00000088833,10090.ENSMUSP00000097515,10090.ENSMUSP00000105445,10090.ENSMUSP00000105980,10090.ENSMUSP00000112104,10090.ENSMUSP00000114074,10090.ENSMUSP00000120967,10090.ENSMUSP00000134263,10090.ENSMUSP00000140536,10090.ENSMUSP00000142109,10090.ENSMUSP00000153064","Cav2,Col1a1,App,Bmp7,Nfkbia,Tmbim6,Vim,Nr4a2,Bcar3,Vcp,Aacs,Col1a2,Cd9,Mt3,Slc27a1,Ldlr,Egr2,Slc7a5,Insig1,mt-Cytb,Itgb1,Prnp,Sesn1,Bcl2l1,Srsf5,Hnrnpk,Sgk1,Ucp2,Slit2,Erbin,Dag1,Hmgcs1",6.35e-08,1.73e-05,"Response to nitrogen compound"
"Process","GO:0010646",62,3447,10090,"10090.ENSMUSP00000000058,10090.ENSMUSP00000001046,10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000005532,10090.ENSMUSP00000009143,10090.ENSMUSP00000009435,10090.ENSMUSP00000018966,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000020706,10090.ENSMUSP00000021413,10090.ENSMUSP00000021950,10090.ENSMUSP00000022176,10090.ENSMUSP00000023749,10090.ENSMUSP00000023807,10090.ENSMUSP00000025409,10090.ENSMUSP00000026142,10090.ENSMUSP00000027682,10090.ENSMUSP00000028166,10090.ENSMUSP00000028389,10090.ENSMUSP00000028854,10090.ENSMUSP00000029766,10090.ENSMUSP00000030164,10090.ENSMUSP00000030636,10090.ENSMUSP00000031445,10090.ENSMUSP00000032066,10090.ENSMUSP00000032185,10090.ENSMUSP00000034211,10090.ENSMUSP00000040230,10090.ENSMUSP00000041053,10090.ENSMUSP00000041727,10090.ENSMUSP00000042211,10090.ENSMUSP00000045608,10090.ENSMUSP00000060028,10090.ENSMUSP00000061877,10090.ENSMUSP00000066880,10090.ENSMUSP00000069024,10090.ENSMUSP00000072428,10090.ENSMUSP00000082793,10090.ENSMUSP00000084039,10090.ENSMUSP00000087457,10090.ENSMUSP00000088833,10090.ENSMUSP00000097515,10090.ENSMUSP00000098710,10090.ENSMUSP00000104342,10090.ENSMUSP00000105445,10090.ENSMUSP00000108499,10090.ENSMUSP00000108555,10090.ENSMUSP00000112104,10090.ENSMUSP00000113540,10090.ENSMUSP00000119827,10090.ENSMUSP00000120967,10090.ENSMUSP00000121266,10090.ENSMUSP00000122552,10090.ENSMUSP00000125840,10090.ENSMUSP00000130636,10090.ENSMUSP00000132774,10090.ENSMUSP00000134263,10090.ENSMUSP00000140536,10090.ENSMUSP00000142109,10090.ENSMUSP00000158312","Cav2,S100a4,Col1a1,App,Nid1,Bmp7,Pttg1ip,Sfrp5,Timp3,Ddit4,Adcy1,Nfkbia,Dbn1,Hmgcr,Tmbim6,Igfbp6,Lox,Maged1,Gpr37l1,Nr4a2,Frzb,Mal,Bcar3,Vcp,Stmn1,Aacs,Tgfa,Slc6a6,Mt3,Sostdc1,Egr2,Zdhhc2,Sema7a,Nbl1,Crlf3,Insig1,Cadm4,Sema5a,Aplp2,Nptn,Bicd1,Itgb1,Prnp,Sesn1,Iqsec1,Pmp22,Bcl2l1,Chrdl1,Cntf,Hnrnpk,Crtc3,Apod,Ucp2,Tab2,Dhrs3,Eps8l1,Ranbp9,Cd59a,Slit2,Erbin,Dag1,Ndst1",7.06e-08,1.78e-05,"Regulation of cell communication"
"Process","GO:0009653",49,2406,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000018966,10090.ENSMUSP00000020706,10090.ENSMUSP00000021950,10090.ENSMUSP00000022629,10090.ENSMUSP00000025409,10090.ENSMUSP00000028166,10090.ENSMUSP00000028389,10090.ENSMUSP00000029766,10090.ENSMUSP00000030408,10090.ENSMUSP00000030636,10090.ENSMUSP00000031556,10090.ENSMUSP00000031668,10090.ENSMUSP00000032066,10090.ENSMUSP00000032492,10090.ENSMUSP00000034472,10090.ENSMUSP00000034713,10090.ENSMUSP00000040230,10090.ENSMUSP00000041053,10090.ENSMUSP00000041557,10090.ENSMUSP00000042211,10090.ENSMUSP00000045608,10090.ENSMUSP00000048555,10090.ENSMUSP00000052020,10090.ENSMUSP00000061877,10090.ENSMUSP00000069024,10090.ENSMUSP00000072428,10090.ENSMUSP00000082793,10090.ENSMUSP00000087457,10090.ENSMUSP00000087643,10090.ENSMUSP00000095228,10090.ENSMUSP00000099529,10090.ENSMUSP00000099589,10090.ENSMUSP00000104342,10090.ENSMUSP00000105445,10090.ENSMUSP00000108555,10090.ENSMUSP00000114074,10090.ENSMUSP00000122552,10090.ENSMUSP00000122863,10090.ENSMUSP00000134263,10090.ENSMUSP00000139564,10090.ENSMUSP00000140596,10090.ENSMUSP00000142109,10090.ENSMUSP00000149803,10090.ENSMUSP00000151227,10090.ENSMUSP00000156511,10090.ENSMUSP00000158312","Col1a1,App,Bmp7,Sfrp5,Adcy1,Dbn1,Dpysl2,Lox,Nr4a2,Frzb,Bcar3,Mfsd2a,Stmn1,Tmem106b,Col1a2,Tgfa,Cd9,Jam3,Ldlr,Sostdc1,Egr2,Slc7a5,Sema7a,Nbl1,Cpe,Flnb,Insig1,Sema5a,Aplp2,Nptn,Itgb1,Sema3g,Pam,Sema6d,Sema3b,Pmp22,Bcl2l1,Cntf,Sgk1,Dhrs3,Mfap5,Slit2,Mag,Fat1,Dag1,Cryab,Arid5b,Qk,Ndst1",7.23e-08,1.79e-05,"Anatomical structure morphogenesis"
"Process","GO:0071310",46,2191,10090,"10090.ENSMUSP00000000058,10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000015800,10090.ENSMUSP00000018737,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000020706,10090.ENSMUSP00000021413,10090.ENSMUSP00000021950,10090.ENSMUSP00000023749,10090.ENSMUSP00000025409,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000028239,10090.ENSMUSP00000029766,10090.ENSMUSP00000030164,10090.ENSMUSP00000031445,10090.ENSMUSP00000031668,10090.ENSMUSP00000034211,10090.ENSMUSP00000034267,10090.ENSMUSP00000034713,10090.ENSMUSP00000040230,10090.ENSMUSP00000041053,10090.ENSMUSP00000041557,10090.ENSMUSP00000042457,10090.ENSMUSP00000045639,10090.ENSMUSP00000052020,10090.ENSMUSP00000052872,10090.ENSMUSP00000061877,10090.ENSMUSP00000088833,10090.ENSMUSP00000097515,10090.ENSMUSP00000104342,10090.ENSMUSP00000105445,10090.ENSMUSP00000105980,10090.ENSMUSP00000108499,10090.ENSMUSP00000108555,10090.ENSMUSP00000112104,10090.ENSMUSP00000114074,10090.ENSMUSP00000120967,10090.ENSMUSP00000134263,10090.ENSMUSP00000140536,10090.ENSMUSP00000142109,10090.ENSMUSP00000151227,10090.ENSMUSP00000158312","Cav2,Col1a1,App,Bmp7,Hspa8,Sparc,Timp3,Ddit4,Adcy1,Nfkbia,Dbn1,Tmbim6,Lox,Vim,Nr4a2,Gsn,Bcar3,Vcp,Aacs,Col1a2,Mt3,Slc27a1,Ldlr,Sostdc1,Egr2,Slc7a5,Eef1a1,Klf9,Flnb,Fasn,Insig1,Prnp,Sesn1,Pmp22,Bcl2l1,Srsf5,Chrdl1,Cntf,Hnrnpk,Sgk1,Ucp2,Slit2,Erbin,Dag1,Arid5b,Ndst1",8.53e-08,2.08e-05,"Cellular response to organic substance"
"Process","GO:0000904",22,620,10090,"10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000020706,10090.ENSMUSP00000022629,10090.ENSMUSP00000028166,10090.ENSMUSP00000030408,10090.ENSMUSP00000030636,10090.ENSMUSP00000031556,10090.ENSMUSP00000041053,10090.ENSMUSP00000042211,10090.ENSMUSP00000052020,10090.ENSMUSP00000069024,10090.ENSMUSP00000072428,10090.ENSMUSP00000082793,10090.ENSMUSP00000087457,10090.ENSMUSP00000087643,10090.ENSMUSP00000099529,10090.ENSMUSP00000099589,10090.ENSMUSP00000104342,10090.ENSMUSP00000134263,10090.ENSMUSP00000140596,10090.ENSMUSP00000142109","App,Bmp7,Adcy1,Dpysl2,Nr4a2,Mfsd2a,Stmn1,Tmem106b,Egr2,Sema7a,Flnb,Sema5a,Aplp2,Nptn,Itgb1,Sema3g,Sema6d,Sema3b,Pmp22,Slit2,Fat1,Dag1",1.01e-07,2.43e-05,"Cell morphogenesis involved in differentiation"
