"Term","n_celltypes","celltypes","mean_neg_log10_padj","max_neg_log10_padj","category"
"regulation of cell growth",1,"majorSC",2.62620902110222,2.62620902110222,"Cell-type-specific"
"negative regulation of cell growth",1,"majorSC",2.43510611664469,2.43510611664469,"Cell-type-specific"
"negative regulation of growth",1,"majorSC",2.17750766490057,2.17750766490057,"Cell-type-specific"
"mesenchymal cell differentiation",1,"majorSC",2.13532733442189,2.13532733442189,"Cell-type-specific"
"mesenchyme development",1,"majorSC",1.97687884222123,1.97687884222123,"Cell-type-specific"
"regulation of sodium ion transport",1,"majorSC",1.85198059112199,1.85198059112199,"Cell-type-specific"
"neural crest cell differentiation",1,"majorSC",1.71755493476286,1.71755493476286,"Cell-type-specific"
"Wnt signaling pathway",1,"majorSC",1.66399620643765,1.66399620643765,"Cell-type-specific"
"axon extension",1,"majorSC",1.58266004383781,1.58266004383781,"Cell-type-specific"
"embryonic eye morphogenesis",1,"mySC",1.53421008014794,1.53421008014794,"Cell-type-specific"
"endochondral ossification",1,"mySC",1.53421008014794,1.53421008014794,"Cell-type-specific"
"negative regulation of axon extension",1,"mySC",1.53421008014794,1.53421008014794,"Cell-type-specific"
"replacement ossification",1,"mySC",1.53421008014794,1.53421008014794,"Cell-type-specific"
"tooth mineralization",1,"mySC",1.53421008014794,1.53421008014794,"Cell-type-specific"
"face morphogenesis",1,"mySC",1.52067624150359,1.52067624150359,"Cell-type-specific"
"cartilage development involved in endochondral bone morphogenesis",1,"mySC",1.4980776326326,1.4980776326326,"Cell-type-specific"
"head morphogenesis",1,"mySC",1.47593627952197,1.47593627952197,"Cell-type-specific"
"protein sumoylation",1,"mySC",1.47593627952197,1.47593627952197,"Cell-type-specific"
"autonomic nervous system development",1,"mySC",1.47325218931694,1.47325218931694,"Cell-type-specific"
"cellular response to epidermal growth factor stimulus",1,"mySC",1.47325218931694,1.47325218931694,"Cell-type-specific"
"Schwann cell differentiation",1,"mySC",1.46051684388889,1.46051684388889,"Cell-type-specific"
"cellular response to nutrient",1,"mySC",1.46051684388889,1.46051684388889,"Cell-type-specific"
"response to epidermal growth factor",1,"mySC",1.46051684388889,1.46051684388889,"Cell-type-specific"
"trabecula morphogenesis",1,"mySC",1.46051684388889,1.46051684388889,"Cell-type-specific"
"oligodendrocyte development",1,"mySC",1.45956469128276,1.45956469128276,"Cell-type-specific"
"body morphogenesis",1,"mySC",1.45036594931395,1.45036594931395,"Cell-type-specific"
"positive regulation of epithelial to mesenchymal transition",1,"mySC",1.45036594931395,1.45036594931395,"Cell-type-specific"
"negative regulation of axonogenesis",1,"mySC",1.44963133809516,1.44963133809516,"Cell-type-specific"
"cranial nerve development",1,"mySC",1.44189252970422,1.44189252970422,"Cell-type-specific"
"face development",1,"mySC",1.4413176081343,1.4413176081343,"Cell-type-specific"
"cellular response to retinoic acid",1,"mySC",1.44076089323216,1.44076089323216,"Cell-type-specific"
"axon regeneration",1,"mySC",1.44022157962591,1.44022157962591,"Cell-type-specific"
"collagen fibril organization",1,"mySC",1.43919216565509,1.43919216565509,"Cell-type-specific"
"negative regulation of cell-substrate adhesion",1,"mySC",1.43919216565509,1.43919216565509,"Cell-type-specific"
"protein export from nucleus",1,"mySC",1.43870067559796,1.43870067559796,"Cell-type-specific"
"collagen biosynthetic process",1,"mySC",1.41984167684943,1.41984167684943,"Cell-type-specific"
"endochondral bone morphogenesis",1,"mySC",1.40796651972639,1.40796651972639,"Cell-type-specific"
"neuron projection regeneration",1,"mySC",1.40792508403749,1.40792508403749,"Cell-type-specific"
"aorta development",1,"mySC",1.40234923204774,1.40234923204774,"Cell-type-specific"
"rhythmic behavior",1,"mySC",1.40234923204774,1.40234923204774,"Cell-type-specific"
"axon guidance",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"branching morphogenesis of a nerve",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"cartilage development",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"cellular response to carbohydrate stimulus",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"cellular response to glucose stimulus",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"cellular response to hexose stimulus",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"cellular response to monosaccharide stimulus",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"cerebellar granular layer development",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"cerebellar granular layer morphogenesis",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"determination of dorsal identity",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"determination of dorsal/ventral asymmetry",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"extracellular negative regulation of signal transduction",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"extracellular regulation of signal transduction",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"hindbrain development",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"insemination",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"insulin processing",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"intracellular glucose homeostasis",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"negative regulation of homotypic cell-cell adhesion",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"negative regulation of neuron apoptotic process",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"negative regulation of platelet aggregation",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"negative regulation of sodium ion transport",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"neuron projection extension",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"neuron projection guidance",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"positive regulation of leukocyte tethering or rolling",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"positive regulation of sodium ion export across plasma membrane",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"protein processing",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"regulation of axonogenesis",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"regulation of canonical Wnt signaling pathway",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"regulation of cell size",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"regulation of leukocyte migration",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"regulation of neuron differentiation",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"regulation of sodium ion export across plasma membrane",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"response to glucose",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"response to hexose",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"response to monosaccharide",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"response to reactive oxygen species",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"sequestering of extracellular ligand from receptor",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"sodium ion transport",1,"majorSC",1.38994510242244,1.38994510242244,"Cell-type-specific"
"N-acetylglucosamine metabolic process",1,"majorSC",1.37949958996701,1.37949958996701,"Cell-type-specific"
"convergent extension",1,"majorSC",1.37949958996701,1.37949958996701,"Cell-type-specific"
"developmental cell growth",1,"majorSC",1.37949958996701,1.37949958996701,"Cell-type-specific"
"developmental growth involved in morphogenesis",1,"majorSC",1.37949958996701,1.37949958996701,"Cell-type-specific"
"fat cell differentiation",1,"majorSC",1.37949958996701,1.37949958996701,"Cell-type-specific"
"negative regulation of platelet activation",1,"majorSC",1.37949958996701,1.37949958996701,"Cell-type-specific"
"regulation of development, heterochronic",1,"majorSC",1.37949958996701,1.37949958996701,"Cell-type-specific"
"regulation of plasminogen activation",1,"majorSC",1.37949958996701,1.37949958996701,"Cell-type-specific"
"regulation of timing of cell differentiation",1,"majorSC",1.37949958996701,1.37949958996701,"Cell-type-specific"
"response to carbohydrate",1,"majorSC",1.37949958996701,1.37949958996701,"Cell-type-specific"
"stem cell differentiation",1,"majorSC",1.37466499572436,1.37466499572436,"Cell-type-specific"
"peripheral nervous system development",1,"mySC",1.37117708975671,1.37117708975671,"Cell-type-specific"
"canonical Wnt signaling pathway",1,"majorSC",1.36900150113664,1.36900150113664,"Cell-type-specific"
"hepatocyte differentiation",1,"majorSC",1.36900150113664,1.36900150113664,"Cell-type-specific"
"negative regulation of cell development",1,"majorSC",1.36900150113664,1.36900150113664,"Cell-type-specific"
"negative regulation of leukocyte chemotaxis",1,"majorSC",1.36900150113664,1.36900150113664,"Cell-type-specific"
"peptide catabolic process",1,"majorSC",1.36900150113664,1.36900150113664,"Cell-type-specific"
"positive regulation of sodium ion transmembrane transport",1,"majorSC",1.36900150113664,1.36900150113664,"Cell-type-specific"
"sensory perception of mechanical stimulus",1,"majorSC",1.36900150113664,1.36900150113664,"Cell-type-specific"
"carbohydrate homeostasis",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"cardiac left ventricle morphogenesis",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"connective tissue development",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"copulation",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"embryonic organ morphogenesis",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"glucose homeostasis",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"negative regulation of cell adhesion",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"negative regulation of protein maturation",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"negative regulation of protein processing",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"neuron intrinsic apoptotic signaling pathway in response to oxidative stress",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"regulation of Wnt signaling pathway",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"regulation of leukocyte tethering or rolling",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"regulation of neuron apoptotic process",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"sensory organ morphogenesis",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"sodium ion export across plasma membrane",1,"majorSC",1.36275132360673,1.36275132360673,"Cell-type-specific"
"insulin metabolic process",1,"majorSC",1.34885931301995,1.34885931301995,"Cell-type-specific"
"response to steroid hormone",1,"majorSC",1.34885931301995,1.34885931301995,"Cell-type-specific"
"negative regulation of neuron differentiation",1,"mySC",1.34354163476776,1.34354163476776,"Cell-type-specific"
"response to vitamin",1,"mySC",1.34354163476776,1.34354163476776,"Cell-type-specific"
"response to axon injury",1,"mySC",1.33604388722692,1.33604388722692,"Cell-type-specific"
"skeletal muscle cell differentiation",1,"mySC",1.33604388722692,1.33604388722692,"Cell-type-specific"
"plasminogen activation",1,"majorSC",1.33591528090467,1.33591528090467,"Cell-type-specific"
"response to cAMP",1,"mySC",1.32984150574985,1.32984150574985,"Cell-type-specific"
"positive regulation of leukocyte adhesion to vascular endothelial cell",1,"majorSC",1.3235416949075,1.3235416949075,"Cell-type-specific"
"regulation of epithelial to mesenchymal transition",1,"mySC",1.32330074748451,1.32330074748451,"Cell-type-specific"
"cellular response to fibroblast growth factor stimulus",1,"mySC",1.32104450614655,1.32104450614655,"Cell-type-specific"
"peptidyl-lysine modification",1,"mySC",1.32104450614655,1.32104450614655,"Cell-type-specific"
"bone morphogenesis",1,"mySC",1.32018734868888,1.32018734868888,"Cell-type-specific"
"negative regulation of developmental growth",1,"mySC",1.32018734868888,1.32018734868888,"Cell-type-specific"
"positive regulation of canonical Wnt signaling pathway",1,"mySC",1.32018734868888,1.32018734868888,"Cell-type-specific"
"response to fibroblast growth factor",1,"mySC",1.32018734868888,1.32018734868888,"Cell-type-specific"
"response to retinoic acid",1,"mySC",1.32018734868888,1.32018734868888,"Cell-type-specific"
"segmentation",1,"mySC",1.32018734868888,1.32018734868888,"Cell-type-specific"
"transmission of nerve impulse",1,"mySC",1.32018734868888,1.32018734868888,"Cell-type-specific"
"response to estradiol",1,"mySC",1.31825094271111,1.31825094271111,"Cell-type-specific"
"glucosamine-containing compound metabolic process",1,"majorSC",1.31822796466816,1.31822796466816,"Cell-type-specific"
"regulation of platelet aggregation",1,"majorSC",1.31822796466816,1.31822796466816,"Cell-type-specific"
"cochlea morphogenesis",1,"majorSC",1.31596669607658,1.31596669607658,"Cell-type-specific"
"negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway",1,"majorSC",1.31596669607658,1.31596669607658,"Cell-type-specific"
"neuron apoptotic process",1,"majorSC",1.31596669607658,1.31596669607658,"Cell-type-specific"
"positive regulation of macrophage cytokine production",1,"majorSC",1.31596669607658,1.31596669607658,"Cell-type-specific"
"regulation of cellular component size",1,"majorSC",1.31596669607658,1.31596669607658,"Cell-type-specific"
"regulation of developmental growth",1,"majorSC",1.31596669607658,1.31596669607658,"Cell-type-specific"
"regulation of monocyte chemotaxis",1,"majorSC",1.31596669607658,1.31596669607658,"Cell-type-specific"
"leukocyte migration",1,"majorSC",1.3133433726362,1.3133433726362,"Cell-type-specific"
"negative regulation of mononuclear cell migration",1,"majorSC",1.3133433726362,1.3133433726362,"Cell-type-specific"
"regulation of metal ion transport",1,"majorSC",1.3133433726362,1.3133433726362,"Cell-type-specific"
"regulation of synapse maturation",1,"majorSC",1.3133433726362,1.3133433726362,"Cell-type-specific"
"innervation",1,"majorSC",1.31002657258437,1.31002657258437,"Cell-type-specific"
"negative regulation of cartilage development",1,"majorSC",1.31002657258437,1.31002657258437,"Cell-type-specific"
"artery development",1,"mySC",1.30876617139047,1.30876617139047,"Cell-type-specific"
